Name,New team offseason 21,CSW%,F-Strike%,RE24,WAR,K-BB%,Year,CSW%Diff,F-Strike%Diff,RE24Diff,WARDiff,K-BB%Diff
Jose Alvarado,No,31.516666666666666,50.45,0.4933333333333333,-0.05,9.016666666666667,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Jose Alvarado,No,32.266666666666666,60.76666666666667,0.6916666666666665,0.3,26.066666666666663,2022,0.75,10.31666666666667,0.19833333333333325,0.35,17.049999999999997
Jose Alvarez,No,27.516666666666666,69.91666666666667,1.258333333333333,0.1833333333333333,8.9,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Jose Alvarez,No,27.5,45.23333333333333,-1.95,-0.1333333333333333,13.1,2022,-0.01666666666666572,-24.683333333333344,-3.208333333333333,-0.3166666666666666,4.199999999999999
Jose Berrios,No,29.016666666666666,64.26666666666667,3.665000000000001,0.6666666666666666,20.5,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Jose Berrios,No,27.683333333333334,66.08333333333333,-2.98,0.2166666666666666,13.566666666666668,2022,-1.3333333333333321,1.8166666666666629,-6.645000000000001,-0.45000000000000007,-6.933333333333332
Jose Butto,No,24.5,65.2,-4.99,-0.1,13.0,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Jose Castillo,No,25.0,80.0,-0.54,0.0,0.0,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Jose Cisnero,No,26.116666666666664,51.35,-0.3316666666666667,0.0999999999999999,9.85,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Jose Cisnero,No,25.9,52.833333333333336,2.033333333333333,0.0333333333333333,0.7666666666666663,2022,-0.216666666666665,1.4833333333333343,2.3649999999999998,-0.0666666666666666,-9.083333333333334
Jose Cuas,No,29.46,55.32000000000001,-0.0759999999999999,-0.02,10.94,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Jose De Leon,,29.1,66.30000000000001,-4.6,0.05,13.4,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Jose Leclerc,No,29.2,66.825,1.0924999999999998,0.2,14.575,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Jose Marte,No,25.433333333333334,46.36666666666667,-0.5233333333333331,-0.0999999999999999,11.1,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Jose Marte,No,22.9,42.9,-1.71,0.0,19.450000000000003,2021,-2.533333333333335,-3.4666666666666686,-1.186666666666667,0.0999999999999999,8.350000000000003
Jose Quijada,No,28.82,45.24,1.192,0.14,15.48,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Jose Quijada,No,23.433333333333334,60.3,1.0433333333333332,0.0833333333333333,11.983333333333334,2022,-5.386666666666667,15.059999999999995,-0.14866666666666672,-0.05666666666666671,-3.496666666666666
Jose Quintana,No,25.35,61.083333333333336,3.0716666666666668,0.6833333333333332,13.116666666666667,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Jose Quintana,No,27.46666666666667,61.96666666666666,-2.388333333333333,0.0666666666666666,18.466666666666665,2021,2.116666666666667,0.8833333333333258,-5.46,-0.6166666666666667,5.349999999999998
Jose Ruiz,No,27.633333333333336,56.31666666666666,-0.6883333333333334,-0.0166666666666666,14.683333333333335,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Jose Ruiz,No,27.866666666666664,59.73333333333333,-0.4683333333333332,0.0833333333333333,13.666666666666666,2021,0.23333333333332718,3.4166666666666643,0.22000000000000014,0.0999999999999999,-1.0166666666666693
Jose Suarez,No,28.0,62.9,0.0716666666666667,0.3,12.283333333333331,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Jose Suarez,No,27.860000000000003,57.64,1.234,0.24,11.88,2021,-0.13999999999999702,-5.259999999999998,1.1623333333333332,-0.06,-0.40333333333333066
Jose Urena,No,23.28333333333333,57.8,-3.065,0.0666666666666666,7.283333333333334,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Jose Urena,No,23.55,60.4,-1.475,0.2,2.625,2022,0.26666666666666927,2.6000000000000014,1.5899999999999999,0.13333333333333341,-4.658333333333334
Jose Urquidy,No,25.7,65.38333333333333,0.3716666666666668,0.1666666666666666,14.0,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Jose Urquidy,No,28.825,65.0,2.93,0.475,17.075,2021,3.125,-0.38333333333332575,2.5583333333333336,0.30833333333333335,3.0749999999999993
Josh Fleming,No,27.325000000000003,67.05,-5.1875,-0.025,8.025,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Josh Fleming,No,24.816666666666663,62.18333333333334,-1.403333333333333,0.0999999999999999,7.233333333333333,2021,-2.50833333333334,-4.86666666666666,3.7841666666666667,0.12499999999999989,-0.791666666666667
Josh Hader,No,35.916666666666664,60.083333333333336,3.635,0.4666666666666666,35.03333333333333,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Josh Hader,No,32.53333333333333,53.86666666666667,-0.8733333333333334,0.15,28.616666666666664,2022,-3.383333333333333,-6.216666666666669,-4.508333333333333,-0.31666666666666665,-6.416666666666668
Josh Harrison,No,20.83333333333333,63.53333333333333,-1.5333333333333332,-0.0333333333333333,0.0,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Josh James,,37.7,81.0,-0.45,0.0,28.6,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Josh Lindblom,,27.75,56.8,-5.24,-0.15,11.3,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Josh Osich,,24.05,53.3,-0.435,-0.15,7.3,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Josh Reddick,,23.5,60.0,-1.08,-0.1,-20.0,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Josh Rogers,No,20.4,53.4,-1.04,-0.1,-6.1000000000000005,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Josh Rogers,No,24.4,63.6,4.72,0.0,5.3,2021,4.0,10.200000000000003,5.76,0.1,11.4
Josh Sborz,No,30.0,62.92,-1.316,0.02,18.72,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Josh Sborz,No,27.883333333333336,58.05,0.0633333333333333,0.0333333333333333,13.033333333333331,2021,-2.1166666666666636,-4.8700000000000045,1.3793333333333333,0.013333333333333298,-5.686666666666667
Josh Staumont,No,24.8,53.46,-1.318,0.06,5.32,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Josh Staumont,No,28.866666666666664,57.81666666666666,2.3783333333333334,0.1833333333333333,17.066666666666666,2021,4.066666666666663,4.356666666666662,3.6963333333333335,0.1233333333333333,11.746666666666666
Josh Taylor,,29.266666666666666,62.91666666666666,1.643333333333333,0.1833333333333333,18.166666666666668,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Josh Tomlin,,25.98,63.7,-2.214,-5.551115123125783e-18,15.419999999999998,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Josh VanMeter,No,15.25,50.0,-5.755,-0.15,-8.35,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Josh Winckowski,No,26.04,58.86,-1.928,0.02,5.7,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Josh Winder,No,26.58,62.04,-1.264,0.02,7.26,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Joshua Fuentes,,22.2,50.0,0.47,0.0,0.0,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Josiah Gray,No,28.133333333333336,57.8,-2.0966666666666667,-0.1,14.2,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Josiah Gray,No,30.433333333333334,62.63333333333333,-2.51,0.0333333333333333,16.2,2021,2.299999999999997,4.833333333333336,-0.4133333333333331,0.1333333333333333,2.0
Jovani Moran,No,32.88,54.7,0.954,0.2,24.86,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Jovani Moran,No,25.9,63.2,-3.55,0.1,7.9,2021,-6.980000000000004,8.5,-4.504,-0.1,-16.96
Juan Minaya,No,22.58,48.88,1.5719999999999998,0.06,10.32,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Juan Minaya,No,29.633333333333336,63.7,-0.0433333333333333,0.0333333333333333,14.8,2022,7.053333333333338,14.82,-1.615333333333333,-0.0266666666666667,4.48
Julian Fernandez,,25.6,48.5,-3.85,-0.1,0.0,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Julian Merryweather,No,32.7,59.15,-0.675,0.0,23.9,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Julian Merryweather,No,26.45,66.725,-2.6075,0.0,12.35,2022,-6.2500000000000036,7.574999999999996,-1.9324999999999999,-0.0,-11.549999999999999
Julio Teheran,,22.2,45.0,1.63,0.0,0.0,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Julio Urias,No,28.21666666666667,65.75,5.148333333333333,0.5166666666666666,17.900000000000002,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Julio Urias,No,29.683333333333334,70.43333333333334,4.266666666666667,0.85,20.9,2021,1.466666666666665,4.683333333333337,-0.8816666666666668,0.33333333333333337,2.9999999999999964
Junior Fernandez,No,26.26,59.92,-0.708,-0.02,0.5599999999999994,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Junior Fernandez,No,25.675,62.675,-0.66,-0.075,4.25,2022,-0.5850000000000009,2.7549999999999955,0.04799999999999993,-0.05499999999999999,3.6900000000000004
Junior Guerra,,25.73333333333333,49.73333333333333,-2.3216666666666668,0.0,1.8833333333333333,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Justin Bruihl,No,23.05,61.6,0.025,-0.1,6.575,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Justin Bruihl,No,23.5,73.95,2.17,0.1,5.5,2021,0.4499999999999993,12.350000000000001,2.145,0.2,-1.0750000000000002
Justin Dunn,No,26.05,58.8,-2.73,-0.35,-1.8500000000000003,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Justin Dunn,No,26.1,57.06666666666666,1.3133333333333332,0.1666666666666666,8.5,2021,0.05000000000000071,-1.7333333333333343,4.043333333333333,0.5166666666666666,10.35
Justin Garza,,29.225,56.375,-1.41,-0.05,13.525,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Justin Grimm,No,26.55,69.45,-0.86,0.0,10.35,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Justin Lawrence,No,29.76,60.28,-0.2859999999999998,0.1,12.74,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Justin Lawrence,No,26.8,52.720000000000006,-1.7899999999999998,0.0,-6.16,2021,-2.960000000000001,-7.559999999999995,-1.504,-0.1,-18.9
Justin Miller,,23.95,61.525,-0.4075,-0.1,8.6,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Justin Steele,No,25.78,59.38,1.4579999999999995,0.5199999999999999,14.580000000000002,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Justin Steele,No,31.700000000000003,55.45,0.8325,-0.075,18.075,2021,5.920000000000002,-3.9299999999999997,-0.6254999999999995,-0.5949999999999999,3.4949999999999974
Justin Topa,No,27.25,90.0,-4.16,-0.1,0.0,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Justin Topa,No,24.8,60.0,-1.04,0.0,0.0,2022,-2.4499999999999993,-30.0,3.12,0.1,-0.0
Justin Turner,,30.0,80.0,0.48,0.0,0.0,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Justin Verlander,No,26.58333333333333,61.93333333333334,6.156666666666666,1.0333333333333334,24.383333333333336,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Justin Wilson,No,26.15,50.85,-0.6183333333333333,-0.0333333333333333,11.933333333333332,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Justin Wilson,No,40.7,61.5,1.9,0.2,53.8,2022,14.550000000000004,10.649999999999999,2.518333333333333,0.2333333333333333,41.86666666666667
Justus Sheffield,No,26.42,59.32000000000001,-5.854,-0.06,0.98,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Justus Sheffield,No,24.73333333333333,54.73333333333333,0.1933333333333333,-0.0333333333333333,4.766666666666667,2022,-1.686666666666671,-4.58666666666668,6.0473333333333334,0.0266666666666667,3.7866666666666666
Ka'ai Tom,,25.0,25.0,0.48,0.0,0.0,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Kaleb Ort,No,28.1,60.1,-3.66,-0.0999999999999999,8.6,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Kaleb Ort,No,16.7,33.3,-0.4,0.0,-33.3,2021,-11.400000000000002,-26.800000000000004,3.2600000000000002,0.0999999999999999,-41.9
Keegan Akin,No,29.016666666666666,64.0,0.7133333333333335,0.1166666666666666,17.166666666666668,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Keegan Akin,No,26.04,63.260000000000005,-2.88,0.14,10.44,2021,-2.9766666666666666,-0.7399999999999949,-3.5933333333333333,0.023333333333333414,-6.726666666666668
Keegan Thompson,No,25.16,56.46,0.346,-0.02,8.86,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Keegan Thompson,No,27.53333333333333,56.76666666666667,0.695,0.1666666666666666,14.583333333333334,2022,2.3733333333333313,0.30666666666667197,0.349,0.1866666666666666,5.7233333333333345
Ken Giles,No,33.45,62.5,0.875,0.0,8.35,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Ken Waldichuk,No,25.1,61.6,-3.79,0.3,15.8,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Kendall Graveman,No,29.21666666666667,60.51666666666667,-0.0699999999999999,0.1166666666666666,14.15,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Kendall Graveman,No,28.5,59.5,1.9266666666666667,0.1999999999999999,18.55,2021,-0.7166666666666686,-1.0166666666666728,1.9966666666666666,0.0833333333333333,4.4
Kenley Jansen,No,29.46666666666667,67.56666666666666,0.7933333333333333,0.1666666666666666,23.933333333333334,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Kenley Jansen,No,31.516666666666666,61.63333333333333,2.4566666666666666,0.2666666666666666,17.283333333333335,2021,2.049999999999997,-5.93333333333333,1.663333333333333,0.1,-6.649999999999999
Kenny Rosenberg,No,26.366666666666664,63.0,-0.0666666666666666,0.0,6.599999999999999,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Kent Emanuel,,29.0,64.69999999999999,1.0450000000000002,-0.05,13.25,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Kenta Maeda,,28.14,59.16,-0.1739999999999999,0.34,17.22,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Keone Kela,,29.85,57.65,-1.485,-0.05,16.85,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Kervin Castro,No,32.8,50.0,6.09,0.4,16.1,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Kervin Castro,No,26.3,54.25,-3.02,-0.1,11.25,2022,-6.4999999999999964,4.25,-9.11,-0.5,-4.850000000000001
Keury Mella,,20.0,40.0,-5.53,-0.2,0.0,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Kevin Gausman,Yes,30.83333333333333,63.1,4.895,0.8333333333333334,22.2,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Kevin Gausman,Yes,30.03333333333333,68.31666666666666,2.22,1.0,24.78333333333333,2022,-0.7999999999999972,5.2166666666666615,-2.6749999999999994,0.16666666666666663,2.583333333333332
Kevin Ginkel,No,24.8,53.36666666666667,-3.3966666666666665,-0.1666666666666666,12.1,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Kevin Ginkel,No,31.1,66.5,0.5650000000000002,0.3,15.4,2022,6.300000000000001,13.133333333333333,3.961666666666667,0.46666666666666656,3.3000000000000007
Kevin Herget,No,27.9,46.7,-2.46,0.1,13.3,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Kevin Pillar,,16.7,,0.73,0.0,0.0,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Kevin Plawecki,No,11.1,50.0,0.47,0.0,0.0,2022,-0.0,,-0.0,-0.0,-0.0
Kevin Plawecki,No,11.1,66.7,0.57,0.0,0.0,2021,-0.0,16.700000000000003,0.09999999999999998,-0.0,-0.0
Kevin Quackenbush,,25.0,75.0,-1.88,0.0,25.0,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Keynan Middleton,No,33.13333333333333,61.86666666666667,-1.17,-0.0999999999999999,18.5,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Keynan Middleton,No,25.54,61.4,-1.186,0.0,2.22,2021,-7.593333333333334,-0.46666666666666856,-0.016000000000000014,0.0999999999999999,-16.28
Kirby Snead,No,33.4,70.85,1.595,0.1,29.15,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Kirby Snead,No,26.5,64.26666666666667,-1.8783333333333327,-0.0166666666666666,1.5833333333333333,2022,-6.899999999999999,-6.583333333333329,-3.4733333333333327,-0.11666666666666661,-27.566666666666666
Kirby Yates,No,30.8,48.75,-0.7450000000000001,-0.1,6.25,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Kirk McCarty,No,26.12,68.66,-0.998,-0.12,9.419999999999998,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Kodi Whitley,No,26.399999999999995,55.5,-1.2033333333333334,-0.0666666666666666,-3.2666666666666657,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Kodi Whitley,No,22.125,62.55,1.43,0.125,2.575,2021,-4.274999999999995,7.049999999999997,2.6333333333333333,0.1916666666666666,5.841666666666666
Kody Clemens,No,6.675000000000001,53.425,0.08,0.0,-1.9,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Kohei Arihara,No,20.55,56.3,-6.575,-0.15,-0.25,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Kohei Arihara,No,25.166666666666668,52.76666666666667,-4.126666666666667,-0.1999999999999999,5.5,2021,4.616666666666667,-3.5333333333333243,2.4483333333333333,-0.049999999999999906,5.75
Kohl Stewart,,22.566666666666663,55.06666666666666,-2.01,0.0,5.2,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Kolby Allard,No,27.52,65.24,-1.4,-0.12,12.86,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Kolby Allard,No,25.933333333333334,59.61666666666667,-3.035,-0.0166666666666666,15.866666666666667,2021,-1.586666666666666,-5.623333333333328,-1.6350000000000002,0.10333333333333339,3.0066666666666677
Konner Wade,,25.73333333333333,65.36666666666667,-3.8166666666666655,-0.0333333333333333,8.833333333333334,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Konnor Pilkington,No,24.46,54.760000000000005,-0.442,0.06,9.02,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Kris Bubic,No,24.21666666666667,57.81666666666666,-3.6033333333333335,0.1,6.116666666666667,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Kris Bubic,No,26.84,55.3,0.3359999999999999,0.1,9.84,2021,2.6233333333333313,-2.5166666666666657,3.9393333333333334,-0.0,3.7233333333333327
Kutter Crawford,No,29.8,69.2,-3.26,-0.1,0.0,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Kutter Crawford,No,25.880000000000003,55.2,-1.7579999999999998,0.1599999999999999,13.220000000000002,2022,-3.919999999999998,-14.0,1.502,0.2599999999999999,13.220000000000002
Kwang-hyun Kim,,26.15,60.03333333333333,1.2166666666666668,0.1833333333333333,9.133333333333333,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Kyle Barraclough,No,28.65,49.05,-0.92,-0.15,15.2,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Kyle Barraclough,No,30.9,59.5,3.9,0.2,13.5,2022,2.25,10.450000000000003,4.82,0.35,-1.6999999999999993
Kyle Bradish,No,27.166666666666668,55.21666666666667,-1.4583333333333333,0.1166666666666666,15.183333333333332,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Kyle Cody,,28.7,67.3,-6.38,-0.1,21.8,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Kyle Crick,No,26.9,61.175,0.56,0.0,1.375,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Kyle Crick,No,33.4,56.46666666666667,0.5666666666666667,0.0666666666666666,20.1,2022,6.5,-4.708333333333329,0.006666666666666599,0.0666666666666666,18.725
Kyle Dohy,,15.0,60.0,0.46,0.0,0.0,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Kyle Dowdy,No,17.9,51.9,3.05,0.0,0.0,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Kyle Finnegan,No,27.816666666666663,64.3,-2.1866666666666665,0.0166666666666666,11.7,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Kyle Finnegan,No,28.7,62.06666666666666,0.6666666666666666,0.0833333333333333,17.650000000000002,2022,0.8833333333333364,-2.2333333333333343,2.853333333333333,0.06666666666666671,5.950000000000003
Kyle Freeland,No,26.52,60.720000000000006,2.132,0.36,11.14,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Kyle Freeland,No,25.0,61.66666666666666,0.4633333333333334,0.45,10.35,2022,-1.5199999999999996,0.9466666666666512,-1.6686666666666667,0.09000000000000002,-0.7900000000000009
Kyle Funkhouser,,26.3,59.6,1.6619999999999997,0.0399999999999999,8.68,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Kyle Gibson,No,26.183333333333334,58.8,-2.638333333333333,0.35,13.266666666666666,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Kyle Gibson,No,27.15,59.31666666666666,2.7616666666666667,0.5166666666666667,12.0,2021,0.966666666666665,0.5166666666666657,5.4,0.16666666666666674,-1.2666666666666657
Kyle Hendricks,No,28.75,57.425,-1.2825,0.1,12.675,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Kyle Hendricks,No,27.53333333333333,67.61666666666667,-0.715,0.2166666666666666,10.9,2021,-1.2166666666666686,10.191666666666677,0.5675,0.11666666666666659,-1.7750000000000004
Kyle Keller,,25.4,57.675,-2.1725,-0.15,9.675,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Kyle Lobstein,,20.85,53.35,-1.4300000000000002,-0.05,0.0,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Kyle McGowin,,29.26,59.92,0.09,0.02,16.919999999999998,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Kyle Muller,No,28.866666666666664,45.0,1.08,0.2333333333333333,10.166666666666666,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Kyle Muller,No,27.866666666666664,62.1,-0.91,-0.0333333333333333,6.533333333333334,2022,-1.0,17.1,-1.9900000000000002,-0.2666666666666666,-3.633333333333332
Kyle Nelson,No,26.65,55.43333333333334,0.6283333333333333,0.0833333333333333,11.35,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Kyle Nelson,No,27.633333333333336,50.133333333333326,-2.1100000000000003,-0.0333333333333333,10.966666666666669,2021,0.9833333333333378,-5.300000000000011,-2.7383333333333337,-0.1166666666666666,-0.3833333333333311
Kyle Ryan,,24.15,52.825,-1.6025,-0.075,-3.999999999999999,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Kyle Tyler,No,21.1,42.3,1.46,-0.1,0.0,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Kyle Tyler,No,25.0,57.1,2.39,0.0,7.1,2022,3.8999999999999986,14.800000000000004,0.9300000000000002,0.1,7.1
Kyle Wright,No,27.200000000000003,52.650000000000006,-2.03,-0.15,-0.9000000000000004,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Kyle Wright,No,29.933333333333334,64.93333333333334,4.275,0.4833333333333334,17.03333333333333,2022,2.7333333333333307,12.283333333333331,6.305,0.6333333333333334,17.93333333333333
Kyle Zimmer,,25.366666666666664,51.95,-0.4566666666666665,-0.0333333333333333,4.2,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Lance Lynn,No,25.73333333333333,59.25,4.826666666666667,0.7166666666666667,21.65,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Lance Lynn,No,26.825,64.5,-1.3375000000000006,0.475,20.45,2022,1.0916666666666686,5.25,-6.1641666666666675,-0.2416666666666667,-1.1999999999999993
Lance McCullers Jr.,No,30.95,55.23333333333333,4.668333333333333,0.5499999999999999,15.183333333333332,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Lance McCullers Jr.,No,28.3,53.1,5.07,0.4499999999999999,12.0,2022,-2.6499999999999986,-2.1333333333333258,0.4016666666666673,-0.10000000000000003,-3.183333333333332
Lewis Thorpe,,25.03333333333333,55.0,-0.8533333333333334,-0.0333333333333333,-5.466666666666666,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Liam Hendriks,No,29.45,70.71666666666667,2.901666666666667,0.4666666666666666,39.76666666666667,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Liam Hendriks,No,32.65,63.06666666666666,0.4216666666666667,0.2666666666666666,28.666666666666668,2022,3.1999999999999993,-7.650000000000006,-2.48,-0.2,-11.100000000000005
Ljay Newsome,,26.7,70.85,-3.71,-0.0499999999999999,17.35,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Locke St. John,No,34.5,66.7,-2.02,-0.1,44.4,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Logan Allen,No,23.75,46.65,-1.86,0.05,0.0,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Logan Allen,No,24.64,55.96,-2.06,-0.0799999999999999,6.840000000000001,2021,0.8900000000000006,9.310000000000002,-0.19999999999999996,-0.1299999999999999,6.840000000000001
Logan Gilbert,No,25.03333333333333,63.06666666666666,1.83,0.5333333333333333,16.4,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Logan Gilbert,No,26.0,62.84,-0.2939999999999999,0.44,20.12,2021,0.9666666666666686,-0.22666666666665947,-2.124,-0.09333333333333332,3.7200000000000024
Logan Gillaspie,No,26.85,59.225,-0.2649999999999999,-0.025,11.3,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Logan Webb,No,29.5,65.58333333333333,3.47,0.7000000000000001,14.933333333333332,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Logan Webb,No,31.1,65.7,4.41,0.82,19.94,2021,1.6000000000000014,0.11666666666667425,0.94,0.11999999999999988,5.0066666666666695
Lou Trivino,No,27.21666666666667,55.75,-1.346666666666667,0.0499999999999999,16.883333333333333,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Lou Trivino,No,25.73333333333333,59.18333333333334,1.6766666666666667,0.0666666666666666,10.1,2021,-1.4833333333333378,3.433333333333337,3.0233333333333334,0.016666666666666698,-6.783333333333333
Louie Varland,No,26.3,64.2,2.04,0.2,14.2,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Louis Head,No,27.98333333333333,60.333333333333336,1.4983333333333333,0.0666666666666666,17.583333333333332,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Louis Head,No,23.725,50.175,-2.59,-0.025,5.95,2022,-4.258333333333329,-10.158333333333339,-4.088333333333333,-0.09166666666666659,-11.633333333333333
Lucas Gilbreath,No,27.660000000000004,58.760000000000005,-0.9959999999999998,0.12,10.2,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Lucas Gilbreath,No,28.62,52.260000000000005,1.262,0.06,9.88,2021,0.9599999999999973,-6.5,2.258,-0.06,-0.3199999999999985
Lucas Giolito,No,29.666666666666668,61.51666666666667,-1.9533333333333327,0.3166666666666666,17.650000000000002,2022,-0.0,-0.0,-0.0,-0.0,-0.0
Lucas Giolito,No,29.633333333333336,59.86666666666667,3.0966666666666662,0.6833333333333332,20.633333333333336,2021,-0.03333333333333144,-1.6500000000000057,5.049999999999999,0.36666666666666664,2.9833333333333343
Lucas Luetge,No,25.133333333333336,59.03333333333333,0.2066666666666665,0.25,21.366666666666664,2021,-0.0,-0.0,-0.0,-0.0,-0.0
Lucas Luetge,No,27.866666666666664,57.333333333333336,0.6033333333333334,0.1166666666666666,16.7,2022,2.733333333333327,-1.6999999999999957,0.3966666666666669,-0.13333333333333341,-4.666666666666664
Lucas Sims,No,25.65,60.25,-0.175,-0.05,-1.6999999999999995,2022,-0.0,-0.0,-0.0,-0.0,-0.0
