Name,Team,Type,CSW%,F-Strike%,RE24,WAR,K-BB%,CSW%Diff,F-Strike%Diff,RE24Diff
Miguel Castro,NYY,Reliever,30.74,58.52,-0.294,0.02,10.1,-0.0,-0.0,-0.0
Miguel Diaz,DET,Reliever,28.6,42.9,1.08,0.0,7.1,-0.0,-0.0,-0.0
Miguel Sanchez,MIL,Reliever,29.65,59.05,-0.965,-0.15,2.8,-0.0,-0.0,-0.0
Miguel Yajure,PIT,Reliever,19.74,67.05,-2.548,-0.06,-3.98,-0.0,-0.0,-0.0
Mike Baumann,BAL,Reliever,22.125,65.4,-0.4125,0.075,11.45,-0.0,-0.0,-0.0
Mike Brosseau,MIL,Reliever,15.4,45.0,0.92,0.0,-10.0,-0.0,-0.0,-0.0
Mike Clevinger,SDP,Starter,26.64,60.220000000000006,0.5840000000000002,0.1,13.02,-0.0,-0.0,-0.0
Mike Ford,ATL,Reliever,6.7,60.0,-1.49,-0.1,-20.0,-0.0,-0.0,-0.0
Mike Mayers,LAA,Reliever,25.425,56.625,-2.8625,-0.25,10.325,-0.0,-0.0,-0.0
Mike Minor,CIN,Starter,25.575,61.025000000000006,-5.285,-0.075,7.025,-0.0,-0.0,-0.0
Miles Mikolas,STL,Starter,26.016666666666666,63.68333333333334,2.5866666666666664,0.4666666666666666,14.366666666666667,-0.0,-0.0,-0.0
Mitch Keller,PIT,Starter,25.766666666666666,57.26666666666667,0.3183333333333332,0.3499999999999999,11.216666666666669,-0.0,-0.0,-0.0
Mitch White,LAD,Starter,24.7,55.975,0.765,0.175,12.65,-0.0,-0.0,-0.0
Mitch White,TOR,Starter,23.5,65.1,-8.15,0.3,7.1,-1.1999999999999993,9.124999999999993,-8.915000000000001
Mychal Givens,CHC,Reliever,28.55,57.3,1.63,0.075,19.5,-0.0,-0.0,-0.0
Mychal Givens,NYM,Reliever,29.4,58.25,-1.02,0.0,17.2,0.8499999999999979,0.9500000000000028,-2.65
Nabil Crismatt,SDP,Reliever,29.933333333333334,58.51666666666667,0.2800000000000001,0.1333333333333333,15.316666666666668,-0.0,-0.0,-0.0
Nash Walters,LAA,Reliever,0.0,33.3,-0.41,0.0,-33.3,-0.0,-0.0,-0.0
Nate Fisher,NYM,Reliever,24.0,54.5,1.51,0.0,-9.1,-0.0,-0.0,-0.0
Nathan Eovaldi,BOS,Starter,28.23333333333333,67.18333333333334,0.1616666666666667,0.2,17.533333333333335,-0.0,-0.0,-0.0
Nestor Cortes,NYY,Starter,28.3,67.21666666666667,5.253333333333333,0.5833333333333334,20.883333333333333,-0.0,-0.0,-0.0
Nicholas Padilla,CHC,Reliever,23.1,22.2,-1.6,0.0,-11.1,-0.0,-0.0,-0.0
Nick Duron,PHI,Reliever,31.3,50.0,0.51,0.0,25.0,-0.0,-0.0,-0.0
Nick Gordon,MIN,Reliever,10.933333333333332,26.83333333333333,-2.4766666666666666,-0.0666666666666666,-12.966666666666669,-0.0,-0.0,-0.0
Nick Lodolo,CIN,Starter,29.725,67.5,2.7375,0.45,20.575,-0.0,-0.0,-0.0
Nick Martinez,SDP,Reliever,29.366666666666664,64.68333333333334,0.3983333333333332,0.0833333333333333,12.283333333333331,-0.0,-0.0,-0.0
Nick Maton,PHI,Reliever,28.0,85.7,-1.195,0.0,0.0,-0.0,-0.0,-0.0
Nick Mears,PIT,Reliever,22.6,75.0,0.85,0.0,12.5,-0.0,-0.0,-0.0
Nick Neidert,MIA,Reliever,25.6,50.0,0.32,0.0,15.0,-0.0,-0.0,-0.0
Nick Nelson,PHI,Reliever,25.45,58.6,-0.24,0.1666666666666666,10.633333333333333,-0.0,-0.0,-0.0
Nick Pivetta,BOS,Starter,26.916666666666668,60.23333333333333,-0.1183333333333333,0.2833333333333334,12.35,-0.0,-0.0,-0.0
Nick Sandlin,CLE,Reliever,27.73333333333333,54.63333333333333,0.9383333333333336,0.0333333333333333,10.65,-0.0,-0.0,-0.0
Nick Vespi,BAL,Reliever,34.46,56.58,-0.068,-0.02,21.3,-0.0,-0.0,-0.0
Nick Wittgren,STL,Reliever,23.866666666666664,57.7,-0.1566666666666667,0.0333333333333333,5.366666666666667,-0.0,-0.0,-0.0
Nicklaus Snyder,TEX,Reliever,12.1,42.9,-1.38,-0.1,-42.9,-0.0,-0.0,-0.0
Nicky Lopez,KCR,Reliever,6.3,16.7,-1.5,-0.1,0.0,-0.0,-0.0,-0.0
Noah Davis,COL,Reliever,43.8,71.4,-1.53,-0.1,14.3,-0.0,-0.0,-0.0
Noah Syndergaard,PHI,Starter,23.8,68.05000000000001,0.565,0.5,9.65,-0.0,-0.0,-0.0
Noah Syndergaard,LAA,Starter,27.775,62.05,0.4374999999999999,0.3,12.625,3.974999999999998,-6.000000000000014,-0.12750000000000006
Noe Ramirez,ARI,Reliever,29.4,60.67999999999999,-1.0719999999999998,-0.12,12.36,-0.0,-0.0,-0.0
Norge Ruiz,OAK,Reliever,24.3,59.4,-5.1850000000000005,-0.15,14.25,-0.0,-0.0,-0.0
Oliver Ortega,LAA,Reliever,30.76,59.42,-0.6420000000000001,-0.04,17.76,-0.0,-0.0,-0.0
Oliver Perez,ARI,Reliever,26.0,66.7,-6.01,-0.1,0.0,-0.0,-0.0,-0.0
Orlando Arcia,ATL,Reliever,10.0,75.0,0.5,0.0,-25.0,-0.0,-0.0,-0.0
Pablo Lopez,MIA,Starter,28.316666666666663,63.2,1.795,0.4833333333333333,16.616666666666667,-0.0,-0.0,-0.0
Pablo Reyes,MIL,Reliever,33.3,33.3,0.47,0.0,0.0,-0.0,-0.0,-0.0
Packy Naughton,STL,Reliever,24.916666666666668,58.61666666666667,-0.5566666666666665,0.0666666666666666,11.983333333333334,-0.0,-0.0,-0.0
Paolo Espino,WSN,Starter,28.016666666666666,59.85,-1.1483333333333332,-0.0166666666666666,13.75,-0.0,-0.0,-0.0
Parker Markel,OAK,Reliever,26.1,65.3,0.1699999999999999,-0.05,-11.1,-0.0,-0.0,-0.0
Parker Mushinski,HOU,Reliever,31.475,68.325,0.36,0.05,12.2,-0.0,-0.0,-0.0
Patrick Corbin,WSN,Starter,25.883333333333336,68.7,-6.68,0.15,11.05,-0.0,-0.0,-0.0
Patrick Murphy,WSN,Reliever,20.4,55.9,-3.73,0.0,-11.8,-0.0,-0.0,-0.0
Patrick Sandoval,LAA,Starter,29.316666666666663,57.93333333333334,2.006666666666667,0.65,15.050000000000002,-0.0,-0.0,-0.0
Paul Blackburn,OAK,Starter,26.08,64.12,-0.8719999999999999,0.2,12.919999999999998,-0.0,-0.0,-0.0
Paul Fry,BAL,Reliever,30.700000000000003,56.95,-2.015,0.0,11.15,-0.0,-0.0,-0.0
Paul Fry,ARI,Reliever,29.6,28.6,-0.48,0.0,0.0,-1.1000000000000014,-28.35,1.5350000000000001
Paul Sewald,SEA,Reliever,31.616666666666664,62.06666666666666,0.8466666666666667,0.0666666666666666,23.95,-0.0,-0.0,-0.0
Pedro Avila,SDP,Reliever,30.0,50.0,-1.18,0.0,22.2,-0.0,-0.0,-0.0
Pedro Baez,HOU,Reliever,26.0,50.0,-5.23,0.0,-6.3,-0.0,-0.0,-0.0
Penn Murfee,SEA,Reliever,30.066666666666663,66.05,1.3550000000000002,0.0999999999999999,21.416666666666668,-0.0,-0.0,-0.0
Pete Fairbanks,TBR,Reliever,34.333333333333336,65.10000000000001,2.7099999999999995,0.4333333333333333,38.73333333333333,-0.0,-0.0,-0.0
Peter Strzelecki,MIL,Reliever,31.375,60.05,1.14,0.1,17.825,-0.0,-0.0,-0.0
Phil Bickford,LAD,Reliever,27.96666666666667,59.28333333333333,-0.3699999999999999,0.0166666666666666,20.23333333333333,-0.0,-0.0,-0.0
Phil Gosselin,LAA,Reliever,0.0,66.7,1.03,0.0,0.0,-0.0,-0.0,-0.0
Phil Maton,HOU,Reliever,29.866666666666664,58.43333333333334,0.0183333333333333,-0.0333333333333333,17.466666666666665,-0.0,-0.0,-0.0
Phillip Diehl,CIN,Reliever,28.25,63.55,-2.555,-0.15,0.0,-0.0,-0.0,-0.0
Phillips Valdez,BOS,Reliever,27.55,54.175,-0.4274999999999999,0.025,-1.675,-0.0,-0.0,-0.0
Phoenix Sanders,TBR,Reliever,28.166666666666668,72.83333333333333,0.6233333333333334,0.1,32.5,-0.0,-0.0,-0.0
Pierce Johnson,SDP,Reliever,30.0,60.150000000000006,-0.38,0.2,20.85,-0.0,-0.0,-0.0
R.J. Alvarez,NYM,Reliever,31.4,76.9,-2.14,-0.3,-7.7,-0.0,-0.0,-0.0
Rafael Montero,HOU,Reliever,28.96666666666667,61.91666666666666,1.9366666666666663,0.2666666666666666,19.08333333333333,-0.0,-0.0,-0.0
Raisel Iglesias,ATL,Reliever,31.5,59.6,5.495,0.4499999999999999,23.35,-0.0,-0.0,-0.0
Raisel Iglesias,LAA,Reliever,33.35,62.025000000000006,-0.8950000000000001,0.15,27.45,1.8500000000000014,2.4250000000000043,-6.390000000000001
Ralph Garza,TBR,Reliever,26.02,67.0,0.044,-0.08,-1.52,-0.0,-0.0,-0.0
Randal Grichuk,COL,Reliever,20.0,33.3,0.63,0.0,0.0,-0.0,-0.0,-0.0
Ranger Suarez,PHI,Starter,25.916666666666668,57.51666666666667,1.0266666666666666,0.4166666666666667,11.483333333333334,-0.0,-0.0,-0.0
Ray Kerr,SDP,Reliever,23.4,64.575,-1.0225,-0.05,-7.300000000000001,-0.0,-0.0,-0.0
Raynel Espinal,CIN,Reliever,30.3,52.4,-1.01,0.0,19.0,-0.0,-0.0,-0.0
Reed Garrett,WSN,Reliever,23.633333333333336,62.36666666666667,-2.146666666666667,-0.0333333333333333,-0.5999999999999996,-0.0,-0.0,-0.0
Reese McGuire,BOS,Reliever,14.3,66.7,0.52,0.0,0.0,-0.0,-0.0,-0.0
Reid Detmers,LAA,Starter,26.9,59.98333333333333,1.0483333333333331,0.3999999999999999,13.983333333333334,-0.0,-0.0,-0.0
Reiss Knehr,SDP,Reliever,20.55,53.025,0.3600000000000001,0.0,5.975,-0.0,-0.0,-0.0
Reiver Sanmartin,CIN,Reliever,27.23333333333333,60.16666666666666,-1.7366666666666664,-0.0333333333333333,3.983333333333333,-0.0,-0.0,-0.0
Reyes Moronta,ARI,Reliever,28.9,56.9,-2.81,0.2,3.9,-0.0,-0.0,-0.0
Reyes Moronta,LAD,Reliever,29.0,64.575,0.375,-0.0499999999999999,20.325,-0.1999999999999993,-4.100000000000001,2.62
Reyes Moronta,- - -,Reliever,28.7,52.8,-0.19,0.0,16.7,-0.3000000000000007,-11.775000000000006,-0.565
Reynaldo Lopez,CHW,Reliever,29.516666666666666,61.8,1.5883333333333332,0.3333333333333333,20.65,-0.0,-0.0,-0.0
Rich Hill,BOS,Starter,29.46666666666667,63.78333333333333,-0.8500000000000001,0.3,10.983333333333334,-0.0,-0.0,-0.0
Richard Bleier,MIA,Reliever,25.016666666666666,67.38333333333334,-0.99,0.0833333333333333,9.966666666666669,-0.0,-0.0,-0.0
Rico Garcia,BAL,Reliever,20.1,56.25,0.1374999999999999,-0.025,-7.824999999999999,-0.0,-0.0,-0.0
Riley O'Brien,SEA,Reliever,17.4,60.0,0.4,0.0,0.0,-0.0,-0.0,-0.0
Roansy Contreras,PIT,Starter,30.03333333333333,61.15,0.2566666666666666,0.1833333333333333,13.133333333333333,-0.0,-0.0,-0.0
Rob Zastryzny,LAA,Reliever,21.6,41.7,0.97,0.0,8.3,-0.0,-0.0,-0.0
Rob Zastryzny,NYM,Reliever,23.8,50.0,0.09,0.0,25.0,2.1999999999999993,8.299999999999997,-0.88
Robbie Erlin,LAD,Reliever,17.5,77.8,-1.03,-0.1,0.0,-0.0,-0.0,-0.0
Robbie Ray,SEA,Starter,26.516666666666666,64.35000000000001,0.3483333333333334,0.3,19.666666666666668,-0.0,-0.0,-0.0
Robert Dugger,CIN,Reliever,29.6,48.55,-0.725,-0.05,5.699999999999999,-0.0,-0.0,-0.0
Robert Dugger,- - -,Reliever,28.8,50.0,-2.65,0.1,28.9,-0.8000000000000007,1.4500000000000028,-1.9249999999999998
Robert Gsellman,CHC,Reliever,23.7,64.1,-2.3,0.0,9.4,-0.0,-0.0,-0.0
Robert Stephenson,PIT,Reliever,38.3,67.4,2.47,0.2,34.8,-0.0,-0.0,-0.0
Robert Stephenson,COL,Reliever,26.125,59.45,-0.1525,0.025,9.125,-7.899999999999999,1.5,-5.54
Robert Stephenson,- - -,Reliever,30.4,68.9,-3.07,0.0,13.3,4.274999999999999,9.450000000000003,-2.9175
Robert Suarez,SDP,Reliever,25.5,65.16,2.13,0.12,15.7,-0.0,-0.0,-0.0
Roenis Elias,SEA,Reliever,23.35,72.3,0.125,0.0,7.5,-0.0,-0.0,-0.0
Ron Marinaccio,NYY,Reliever,31.08333333333333,58.36666666666667,1.3016666666666663,0.0666666666666666,18.933333333333334,-0.0,-0.0,-0.0
Ronald Bolanos,KCR,Reliever,24.7,58.8,-0.4200000000000001,-0.0666666666666666,-5.333333333333333,-0.0,-0.0,-0.0
Ronel Blanco,HOU,Reliever,23.3,62.5,-3.26,-0.1,9.4,-0.0,-0.0,-0.0
Ronny Henriquez,MIN,Reliever,23.2,54.0,1.62,0.0,12.0,-0.0,-0.0,-0.0
Rony Garcia,DET,Reliever,20.975,59.125,-0.4125,0.05,13.55,-0.0,-0.0,-0.0
Ross Detwiler,CIN,Reliever,27.325,55.900000000000006,-0.7049999999999998,-0.025,14.35,-0.0,-0.0,-0.0
Ross Stripling,TOR,Starter,27.83333333333333,70.13333333333334,2.556666666666666,0.5333333333333333,17.216666666666665,-0.0,-0.0,-0.0
Rowan Wick,CHC,Reliever,27.53333333333333,59.26666666666667,-1.518333333333333,-0.0333333333333333,15.066666666666668,-0.0,-0.0,-0.0
Ryan Borucki,SEA,Reliever,23.566666666666663,56.63333333333333,-0.3366666666666667,-0.0666666666666666,10.466666666666669,-0.0,-0.0,-0.0
Ryan Borucki,TOR,Reliever,29.1,53.7,-3.4850000000000003,-0.1,5.55,5.5333333333333385,-2.93333333333333,-3.1483333333333334
Ryan Brasier,BOS,Reliever,28.28333333333333,67.45,-2.225,0.1333333333333333,19.65,-0.0,-0.0,-0.0
Ryan Burr,CHW,Reliever,22.5,43.9,-1.87,-0.15,4.55,-0.0,-0.0,-0.0
Ryan Castellani,OAK,Reliever,17.8,72.7,-0.67,0.1,9.1,-0.0,-0.0,-0.0
Ryan Feltner,COL,Starter,26.316666666666663,60.88333333333333,-1.5466666666666669,0.0999999999999999,12.3,-0.0,-0.0,-0.0
Ryan Helsley,STL,Reliever,33.266666666666666,62.6,3.7116666666666656,0.3166666666666666,33.85,-0.0,-0.0,-0.0
Ryan Hendrix,CIN,Reliever,31.933333333333334,48.53333333333333,-0.2333333333333333,0.0,10.0,-0.0,-0.0,-0.0
Ryan McKenna,BAL,Reliever,16.1,70.0,-3.79,0.0,-10.0,-0.0,-0.0,-0.0
Ryan Pepiot,LAD,Reliever,27.6,62.675,0.2025000000000001,0.0,11.25,-0.0,-0.0,-0.0
Ryan Pressly,HOU,Reliever,32.766666666666666,66.73333333333333,1.0416666666666667,0.2333333333333333,26.383333333333336,-0.0,-0.0,-0.0
Ryan Tepera,LAA,Reliever,26.35,58.63333333333333,-0.2199999999999999,-4.625929269271485e-18,10.633333333333333,-0.0,-0.0,-0.0
Ryan Thompson,TBR,Reliever,30.68,58.720000000000006,-1.4459999999999995,0.08,15.76,-0.0,-0.0,-0.0
Ryan Weathers,SDP,Reliever,20.2,47.6,-2.39,0.0,-4.8,-0.0,-0.0,-0.0
Ryan Weber,NYY,Reliever,29.5,75.26666666666667,1.35,-0.0333333333333333,5.8,-0.0,-0.0,-0.0
Ryan Yarbrough,TBR,Reliever,25.380000000000003,69.36,-1.084,0.06,9.22,-0.0,-0.0,-0.0
Ryne Nelson,ARI,Reliever,27.7,53.6,5.0,0.3,14.5,-0.0,-0.0,-0.0
Ryne Stanek,HOU,Reliever,28.71666666666667,59.81666666666666,2.1666666666666665,0.1666666666666666,13.6,-0.0,-0.0,-0.0
Sam Clay,NYM,Reliever,48.0,83.3,-0.5,0.0,16.7,-0.0,-0.0,-0.0
Sam Clay,WSN,Reliever,25.5,53.35,-1.485,-0.1,-14.15,-22.5,-29.949999999999996,-0.9850000000000001
Sam Coonrod,PHI,Reliever,22.9,63.1,-2.4400000000000004,0.0,10.85,-0.0,-0.0,-0.0
Sam Hentges,CLE,Reliever,30.066666666666663,60.68333333333334,2.165,0.1833333333333333,22.4,-0.0,-0.0,-0.0
Sam Howard,PIT,Reliever,25.9,75.0,-1.49,-0.2,-25.0,-0.0,-0.0,-0.0
Sam Moll,OAK,Reliever,29.066666666666663,52.28333333333333,0.6133333333333336,-0.0333333333333333,11.166666666666666,-0.0,-0.0,-0.0
Sam Selman,OAK,Reliever,30.85,56.86666666666667,-0.6433333333333332,-0.0499999999999999,18.03333333333333,-0.0,-0.0,-0.0
Sammy Long,SFG,Reliever,28.22,59.720000000000006,-0.8320000000000001,-0.0399999999999999,8.9,-0.0,-0.0,-0.0
Sandy Alcantara,MIA,Starter,27.4,62.43333333333334,6.881666666666667,0.9833333333333334,17.45,-0.0,-0.0,-0.0
Sandy Leon,CLE,Reliever,29.4,66.7,0.96,0.0,0.0,-0.0,-0.0,-0.0
Scott Alexander,SFG,Reliever,30.9,69.05000000000001,4.01,0.15,19.4,-0.0,-0.0,-0.0
Scott Barlow,KCR,Reliever,32.96666666666667,61.18333333333334,2.151666666666667,0.1333333333333333,18.916666666666668,-0.0,-0.0,-0.0
Scott Effross,CHC,Reliever,31.025,66.0,2.2925,0.3,22.625,-0.0,-0.0,-0.0
Scott Effross,NYY,Reliever,30.65,65.15,1.665,0.05,14.65,-0.375,-0.8499999999999943,-0.6275
Sean Doolittle,WSN,Reliever,38.2,76.5,4.4,0.3,35.3,-0.0,-0.0,-0.0
Sean Hjelle,SFG,Reliever,27.8,55.475,-1.1375000000000002,0.025,22.6,-0.0,-0.0,-0.0
Sean Manaea,SDP,Starter,27.516666666666666,63.66666666666666,-2.805,0.1833333333333333,15.916666666666666,-0.0,-0.0,-0.0
Sean Newcomb,CHC,Reliever,26.6,56.1,-2.05,-0.15,11.85,-0.0,-0.0,-0.0
Sean Newcomb,- - -,Reliever,24.0,48.6,-6.58,-0.2,2.7,-2.6000000000000014,-7.5,-4.53
Sean Poppen,ARI,Reliever,27.98,59.52,0.3839999999999999,-0.06,7.8,-0.0,-0.0,-0.0
Sean Reid-Foley,NYM,Reliever,29.1,65.9,-3.75,-0.1,2.3,-0.0,-0.0,-0.0
Seranthony Dominguez,PHI,Reliever,28.0,59.68333333333334,1.2866666666666668,0.1833333333333333,20.15,-0.0,-0.0,-0.0
Sergio Romo,SEA,Reliever,26.53333333333333,64.53333333333333,-1.8266666666666669,-0.1666666666666666,16.866666666666667,-0.0,-0.0,-0.0
Sergio Romo,TOR,Reliever,26.7,42.9,-1.33,-0.1,7.1,0.16666666666666785,-21.633333333333333,0.4966666666666668
Seth Lugo,NYM,Reliever,29.03333333333333,60.81666666666666,0.3316666666666666,0.0666666666666666,18.2,-0.0,-0.0,-0.0
Seth Martinez,HOU,Reliever,27.95,67.41666666666667,1.5616666666666663,0.0666666666666666,13.9,-0.0,-0.0,-0.0
Shane Baz,TBR,Reliever,29.45,58.8,-0.9,0.0999999999999999,17.6,-0.0,-0.0,-0.0
Shane Bieber,CLE,Starter,31.433333333333334,66.25,4.456666666666667,0.8166666666666668,20.0,-0.0,-0.0,-0.0
Shane Greene,NYY,Reliever,16.7,60.0,-1.51,-0.1,0.0,-0.0,-0.0,-0.0
Shane Greene,LAD,Reliever,23.1,87.5,0.94,0.0,12.5,6.400000000000002,27.5,2.45
Shane McClanahan,TBR,Starter,32.13333333333333,62.53333333333333,3.896666666666667,0.6,23.23333333333333,-0.0,-0.0,-0.0
Shaun Anderson,TOR,Reliever,28.6,85.7,-1.49,0.0,0.0,-0.0,-0.0,-0.0
Shawn Armstrong,TBR,Reliever,29.62,62.92,-0.458,0.06,22.3,-0.0,-0.0,-0.0
Shawn Armstrong,MIA,Reliever,21.1,52.9,-6.26,0.0,5.9,-8.52,-10.020000000000003,-5.802
Shelby Miller,SFG,Reliever,36.2,70.0,-0.02,0.4,36.7,-0.0,-0.0,-0.0
Sheldon Neuse,OAK,Reliever,18.33333333333333,47.76666666666667,0.7033333333333333,0.0,0.0,-0.0,-0.0,-0.0
Shohei Ohtani,LAA,Starter,32.15,60.95,5.441666666666667,0.95,27.21666666666667,-0.0,-0.0,-0.0
Silvino Bracho,ATL,Reliever,24.5,73.2,-0.625,-0.05,10.7,-0.0,-0.0,-0.0
Simeon Woods Richardson,MIN,Reliever,19.8,70.0,-0.69,0.0,5.0,-0.0,-0.0,-0.0
Sonny Gray,MIN,Starter,29.15,62.16666666666666,1.98,0.3999999999999999,15.4,-0.0,-0.0,-0.0
Spencer Howard,TEX,Reliever,27.0,58.26666666666667,-5.65,-0.1999999999999999,14.133333333333333,-0.0,-0.0,-0.0
Spencer Patton,TEX,Reliever,25.2,44.8,0.21,-0.1,6.9,-0.0,-0.0,-0.0
Spencer Strider,ATL,Starter,31.266666666666666,59.8,4.633333333333334,0.8333333333333334,28.96666666666667,-0.0,-0.0,-0.0
Spenser Watkins,BAL,Starter,25.71666666666667,65.78333333333333,-1.4283333333333337,0.1833333333333333,6.9,-0.0,-0.0,-0.0
Stephen Nogosek,NYM,Reliever,24.64,63.16,0.0619999999999999,-0.0399999999999999,23.56,-0.0,-0.0,-0.0
Stephen Strasburg,WSN,Reliever,32.5,60.9,-4.83,0.0,13.0,-0.0,-0.0,-0.0
Steve Cishek,WSN,Reliever,29.383333333333336,59.833333333333336,-0.9833333333333332,-0.0333333333333333,16.099999999999998,-0.0,-0.0,-0.0
Steven Brault,CHC,Reliever,25.85,43.25,-1.525,0.05,7.55,-0.0,-0.0,-0.0
Steven Matz,STL,Reliever,32.925,63.8,-1.5425,0.175,20.175,-0.0,-0.0,-0.0
Steven Okert,MIA,Reliever,30.28333333333333,54.75,0.725,-0.0166666666666666,16.383333333333333,-0.0,-0.0,-0.0
Steven Wilson,SDP,Reliever,28.566666666666663,59.96666666666667,-0.2783333333333334,0.0333333333333333,14.35,-0.0,-0.0,-0.0
T.J. McFarland,STL,Reliever,19.52,53.66,-1.844,-0.08,-1.4199999999999997,-0.0,-0.0,-0.0
T.J. Zeuch,CIN,Reliever,22.8,59.4,-11.38,-0.5,-3.1,-0.0,-0.0,-0.0
Taijuan Walker,NYM,Starter,27.133333333333336,58.65,2.0733333333333337,0.4333333333333333,12.550000000000002,-0.0,-0.0,-0.0
Tanner Banks,CHW,Reliever,28.45,70.85000000000001,0.1633333333333332,0.05,16.133333333333336,-0.0,-0.0,-0.0
Tanner Houck,BOS,Reliever,27.98,47.5,1.818,0.16,13.8,-0.0,-0.0,-0.0
Tanner Rainey,WSN,Reliever,29.1,56.775,-0.0075,0.025,18.3,-0.0,-0.0,-0.0
Tanner Scott,MIA,Reliever,31.55,54.46666666666667,-1.205,0.0999999999999999,17.016666666666666,-0.0,-0.0,-0.0
Tanner Tully,CLE,Reliever,22.166666666666668,49.96666666666667,-0.3866666666666667,-0.0333333333333333,-9.566666666666668,-0.0,-0.0,-0.0
Tarik Skubal,DET,Starter,28.24,65.88,0.7020000000000001,0.6,16.740000000000002,-0.0,-0.0,-0.0
Tayler Saucedo,TOR,Reliever,22.9,53.3,-4.31,-0.4,-6.7,-0.0,-0.0,-0.0
Tayler Scott,SDP,Reliever,32.2,55.55,-1.925,0.05,10.65,-0.0,-0.0,-0.0
Taylor Clarke,KCR,Reliever,24.35,69.01666666666667,-0.8916666666666669,0.1333333333333333,25.75,-0.0,-0.0,-0.0
Taylor Hearn,TEX,Starter,26.08333333333333,64.5,-1.538333333333333,0.1666666666666666,14.0,-0.0,-0.0,-0.0
Taylor Rogers,SDP,Reliever,33.075,66.95,-0.4499999999999999,0.325,22.525,-0.0,-0.0,-0.0
Taylor Rogers,MIL,Reliever,37.400000000000006,71.95,-2.81,-0.1,27.4,4.325000000000003,5.0,-2.3600000000000003
Taylor Widener,ARI,Reliever,20.4,64.725,-0.7074999999999999,0.0,5.5,-0.0,-0.0,-0.0
Thomas Hatch,TOR,Reliever,21.1,76.9,-7.76,-0.3,7.7,-0.0,-0.0,-0.0
Thomas Szapucki,SFG,Reliever,28.1,65.05,0.585,0.0,27.35,-0.0,-0.0,-0.0
Thomas Szapucki,NYM,Reliever,20.4,53.8,-8.31,-0.4,-7.7,-7.700000000000003,-11.25,-8.895
Tim Hill,SDP,Reliever,24.183333333333334,54.23333333333334,0.7083333333333334,0.0666666666666666,5.3,-0.0,-0.0,-0.0
Tim Mayza,TOR,Reliever,28.666666666666668,63.93333333333334,0.6966666666666667,0.0166666666666666,16.533333333333335,-0.0,-0.0,-0.0
Tommy Henry,ARI,Reliever,25.55,58.7,-1.855,-0.15,8.55,-0.0,-0.0,-0.0
Tommy Hunter,NYM,Reliever,24.925,68.875,0.5575,-0.025,18.5,-0.0,-0.0,-0.0
Tommy Kahnle,LAD,Reliever,28.75,72.5,0.855,0.0,22.75,-0.0,-0.0,-0.0
Tommy Milone,SEA,Reliever,23.25,69.95,-1.125,-0.15,-0.5,-0.0,-0.0,-0.0
Tommy Nance,MIA,Reliever,30.92,59.66,-1.606,0.04,18.64,-0.0,-0.0,-0.0
Tommy Romero,TBR,Reliever,34.5,72.25,-1.115,-0.15,13.849999999999998,-0.0,-0.0,-0.0
Tommy Romero,WSN,Reliever,22.0,60.9,-6.43,-0.4,-8.7,-12.5,-11.350000000000001,-5.3149999999999995
Tony Gonsolin,LAD,Starter,28.78333333333333,62.06666666666667,5.273333333333333,0.4333333333333333,18.766666666666666,-0.0,-0.0,-0.0
Tony Santillan,CIN,Reliever,25.266666666666666,48.633333333333326,-1.6366666666666667,0.0666666666666666,4.533333333333332,-0.0,-0.0,-0.0
Touki Toussaint,LAA,Reliever,26.066666666666663,43.93333333333334,-1.0333333333333332,0.0,13.433333333333332,-0.0,-0.0,-0.0
Travis Lakins Sr.,BAL,Reliever,23.45,53.1,-4.055,-0.15,3.55,-0.0,-0.0,-0.0
Trent Thornton,TOR,Reliever,26.166666666666668,66.58333333333333,0.9166666666666666,-0.0166666666666666,7.983333333333334,-0.0,-0.0,-0.0
Trevor Gott,MIL,Reliever,27.116666666666664,55.43333333333334,0.4183333333333333,-0.0166666666666666,16.0,-0.0,-0.0,-0.0
Trevor Kelley,MIL,Reliever,26.58,52.02,-0.68,-0.12,10.44,-0.0,-0.0,-0.0
Trevor May,NYM,Reliever,27.875,51.775,-0.2374999999999999,0.0,11.55,-0.0,-0.0,-0.0
Trevor Megill,MIN,Reliever,27.06,62.44,-1.28,0.06,16.52,-0.0,-0.0,-0.0
Trevor Richards,TOR,Reliever,28.71666666666667,53.45,-1.91,0.0166666666666666,16.616666666666667,-0.0,-0.0,-0.0
Trevor Rogers,MIA,Starter,26.5,61.96666666666667,-2.981666666666667,0.15,14.333333333333334,-0.0,-0.0,-0.0
Trevor Stephan,CLE,Reliever,31.65,64.28333333333333,0.68,0.3,24.366666666666664,-0.0,-0.0,-0.0
Trevor Williams,NYM,Reliever,24.566666666666663,67.88333333333334,0.3016666666666668,0.1,14.216666666666669,-0.0,-0.0,-0.0
Triston McKenzie,CLE,Starter,27.183333333333334,62.333333333333336,4.31,0.6166666666666667,19.166666666666668,-0.0,-0.0,-0.0
Tucker Barnhart,DET,Reliever,29.4,60.0,-0.52,0.0,0.0,-0.0,-0.0,-0.0
Tucker Davidson,LAA,Reliever,24.450000000000003,50.35,-5.295,-0.2,0.7500000000000002,-0.0,-0.0,-0.0
Tucker Davidson,ATL,Reliever,26.8,59.2,-1.36,0.05,-2.6,2.349999999999998,8.850000000000001,3.9349999999999996
