Name,Team,WAR
Ranger Suarez,PHI,0.4166666666666667
Ray Kerr,SDP,-0.05
Raynel Espinal,CIN,0.0
Reed Garrett,WSN,-0.03333333333333333
Reese McGuire,BOS,0.0
Reid Detmers,LAA,0.39999999999999997
Reiss Knehr,SDP,0.0
Reiver Sanmartin,CIN,-0.03333333333333333
Reyes Moronta,ARI,0.2
Reyes Moronta,LAD,-0.049999999999999996
Reyes Moronta,- - -,0.0
Reynaldo Lopez,CHW,0.3333333333333333
Rich Hill,BOS,0.3
Richard Bleier,MIA,0.08333333333333333
Rico Garcia,BAL,-0.025
Riley O'Brien,SEA,0.0
Roansy Contreras,PIT,0.18333333333333335
Rob Zastryzny,NYM,0.0
Rob Zastryzny,LAA,0.0
Robbie Erlin,LAD,-0.1
Robbie Ray,SEA,0.3
Robert Dugger,- - -,0.1
Robert Dugger,CIN,-0.05
Robert Gsellman,CHC,0.0
Robert Stephenson,COL,0.025
Robert Stephenson,- - -,0.0
Robert Stephenson,PIT,0.2
Robert Suarez,SDP,0.12
Roenis Elias,SEA,0.0
Ron Marinaccio,NYY,0.06666666666666667
Ronald Bolanos,KCR,-0.06666666666666667
Ronel Blanco,HOU,-0.1
Ronny Henriquez,MIN,0.0
Rony Garcia,DET,0.05
Ross Detwiler,CIN,-0.025
Ross Stripling,TOR,0.5333333333333333
Rowan Wick,CHC,-0.03333333333333333
Ryan Borucki,SEA,-0.06666666666666667
Ryan Borucki,TOR,-0.1
Ryan Brasier,BOS,0.13333333333333333
Ryan Burr,CHW,-0.15
Ryan Castellani,OAK,0.1
Ryan Feltner,COL,0.09999999999999999
Ryan Helsley,STL,0.31666666666666665
Ryan Hendrix,CIN,0.0
Ryan McKenna,BAL,0.0
Ryan Pepiot,LAD,0.0
Ryan Pressly,HOU,0.23333333333333336
Ryan Tepera,LAA,-4.625929269271485e-18
Ryan Thompson,TBR,0.08
Ryan Weathers,SDP,0.0
Ryan Weber,NYY,-0.03333333333333333
Ryan Yarbrough,TBR,0.06000000000000001
Ryne Nelson,ARI,0.3
Ryne Stanek,HOU,0.16666666666666666
Sam Clay,NYM,0.0
Sam Clay,WSN,-0.1
Sam Coonrod,PHI,0.0
Sam Hentges,CLE,0.18333333333333335
Sam Howard,PIT,-0.2
Sam Moll,OAK,-0.03333333333333333
Sam Selman,OAK,-0.049999999999999996
Sammy Long,SFG,-0.039999999999999994
Sandy Alcantara,MIA,0.9833333333333334
Sandy Leon,CLE,0.0
Scott Alexander,SFG,0.15000000000000002
Scott Barlow,KCR,0.13333333333333333
Scott Effross,CHC,0.3
Scott Effross,NYY,0.05
Sean Doolittle,WSN,0.3
Sean Hjelle,SFG,0.025
Sean Manaea,SDP,0.18333333333333335
Sean Newcomb,- - -,-0.2
Sean Newcomb,CHC,-0.15
Sean Poppen,ARI,-0.06000000000000001
Sean Reid-Foley,NYM,-0.1
Seranthony Dominguez,PHI,0.18333333333333335
Sergio Romo,SEA,-0.16666666666666666
Sergio Romo,TOR,-0.1
Seth Lugo,NYM,0.06666666666666667
Seth Martinez,HOU,0.06666666666666667
Shane Baz,TBR,0.09999999999999999
Shane Bieber,CLE,0.8166666666666668
Shane Greene,NYY,-0.1
Shane Greene,LAD,0.0
Shane McClanahan,TBR,0.6
Shaun Anderson,TOR,0.0
Shawn Armstrong,MIA,0.0
Shawn Armstrong,TBR,0.06000000000000001
Shelby Miller,SFG,0.4
Sheldon Neuse,OAK,0.0
Shohei Ohtani,LAA,0.9500000000000001
Silvino Bracho,ATL,-0.05
Simeon Woods Richardson,MIN,0.0
Sonny Gray,MIN,0.39999999999999997
Spencer Howard,TEX,-0.19999999999999998
Spencer Patton,TEX,-0.1
Spencer Strider,ATL,0.8333333333333334
Spenser Watkins,BAL,0.18333333333333335
Stephen Nogosek,NYM,-0.039999999999999994
Stephen Strasburg,WSN,0.0
Steve Cishek,WSN,-0.03333333333333333
Steven Brault,CHC,0.05
Steven Matz,STL,0.175
Steven Okert,MIA,-0.016666666666666663
Steven Wilson,SDP,0.03333333333333334
T.J. McFarland,STL,-0.08
T.J. Zeuch,CIN,-0.5
Taijuan Walker,NYM,0.4333333333333333
Tanner Banks,CHW,0.05000000000000001
Tanner Houck,BOS,0.16
Tanner Rainey,WSN,0.02500000000000001
Tanner Scott,MIA,0.09999999999999999
Tanner Tully,CLE,-0.03333333333333333
Tarik Skubal,DET,0.6
Tayler Saucedo,TOR,-0.4
Tayler Scott,SDP,0.05
Taylor Clarke,KCR,0.13333333333333333
Taylor Hearn,TEX,0.16666666666666666
Taylor Rogers,MIL,-0.1
Taylor Rogers,SDP,0.325
Taylor Widener,ARI,0.0
Thomas Hatch,TOR,-0.3
Thomas Szapucki,SFG,0.0
Thomas Szapucki,NYM,-0.4
Tim Hill,SDP,0.06666666666666667
Tim Mayza,TOR,0.016666666666666663
Tommy Henry,ARI,-0.15
Tommy Hunter,NYM,-0.025
Tommy Kahnle,LAD,0.0
Tommy Milone,SEA,-0.15
Tommy Nance,MIA,0.04
Tommy Romero,WSN,-0.4
Tommy Romero,TBR,-0.15
Tony Gonsolin,LAD,0.43333333333333335
Tony Santillan,CIN,0.06666666666666667
Touki Toussaint,LAA,0.0
Travis Lakins Sr.,BAL,-0.15000000000000002
Trent Thornton,TOR,-0.016666666666666666
Trevor Gott,MIL,-0.016666666666666666
Trevor Kelley,MIL,-0.12
Trevor May,NYM,0.0
Trevor Megill,MIN,0.06000000000000001
Trevor Richards,TOR,0.016666666666666663
Trevor Rogers,MIA,0.15000000000000002
Trevor Stephan,CLE,0.3
Trevor Williams,NYM,0.10000000000000002
Triston McKenzie,CLE,0.6166666666666667
Tucker Barnhart,DET,0.0
Tucker Davidson,ATL,0.05
Tucker Davidson,LAA,-0.2
Ty Blach,COL,0.05000000000000001
Tyler Alexander,DET,-0.02
Tyler Anderson,LAD,0.6666666666666666
Tyler Beede,SFG,0.0
Tyler Beede,- - -,-0.1
Tyler Beede,PIT,-0.05
Tyler Clippard,WSN,-0.1
Tyler Cyr,OAK,0.1
Tyler Cyr,PHI,-0.1
Tyler Danish,BOS,-0.06000000000000001
Tyler Duffey,MIN,-0.08
Tyler Gilbert,ARI,-0.04999999999999999
Tyler Glasnow,TBR,0.1
Tyler Holton,ARI,-0.025
Tyler Kinley,COL,0.3
Tyler Mahle,CIN,0.5750000000000001
Tyler Mahle,MIN,-0.05
Tyler Matzek,ATL,-0.02
Tyler Rogers,SFG,0.08333333333333333
Tyler Thornburg,MIN,-0.2
Tyler Thornburg,ATL,0.05
Tyler Wells,BAL,0.2
Tylor Megill,NYM,0.17500000000000002
Tyson Miller,TEX,-0.05
Victor Arano,WSN,0.05000000000000001
Victor Caratini,MIL,0.0
Vince Velasquez,CHW,0.08333333333333333
Vinny Nittoli,PHI,0.0
Vladimir Gutierrez,CIN,-0.16666666666666666
Wade Miley,CHC,0.16666666666666666
Walker Buehler,LAD,0.3333333333333333
Wandy Peralta,NYY,0.15
Whit Merrifield,TOR,-0.1
Wil Crowe,PIT,-0.016666666666666673
Wil Myers,SDP,-0.06666666666666667
Will Smith,HOU,0.15
Will Smith,ATL,-0.07500000000000001
Will Vest,DET,0.06666666666666667
William Woods,ATL,0.0
Willians Astudillo,MIA,0.0
Wily Peralta,DET,0.02
Wyatt Mills,SEA,0.0
Wyatt Mills,KCR,0.03333333333333333
Xzavion Curry,CLE,-0.05
Yadier Molina,STL,-0.05
Yency Almonte,LAD,0.12
Yennier Cano,BAL,0.0
Yennier Cano,MIN,-0.10000000000000002
Yerry De Los Santos,PIT,0.0
Yerry Rodriguez,TEX,0.0
Yimi Garcia,TOR,0.13333333333333333
Yoan Lopez,NYM,-0.02
Yohan Ramirez,CLE,0.0
Yohan Ramirez,PIT,0.05
Yohan Ramirez,SEA,-0.3
Yolmer Sanchez,BOS,0.0
Yonny Chirinos,TBR,0.2
Yu Chang,TBR,-0.1
Yu Darvish,SDP,0.7166666666666667
Yunior Marte,SFG,-0.016666666666666666
Yusei Kikuchi,TOR,-0.06666666666666664
Zac Gallen,ARI,0.7333333333333334
Zac Lowther,BAL,0.0
Zach Davies,ARI,0.13999999999999999
Zach Eflin,PHI,0.35
Zach Jackson,OAK,0.18
Zach Logue,OAK,-0.039999999999999994
Zach Plesac,CLE,0.15
Zach Pop,TOR,0.1
Zach Pop,MIA,0.13333333333333333
Zach Thompson,PIT,0.06666666666666667
Zack Britton,NYY,-0.2
Zack Greinke,KCR,0.3333333333333333
Zack Kelly,BOS,0.0
Zack Littell,SFG,-0.03333333333333333
Zack Thompson,STL,0.025
Zack Weiss,LAA,0.0
Zack Wheeler,PHI,0.7166666666666667
