#,Name,Team,IP,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,Pace,Year,YearDate
524,Tejay Antone,CIN,33.2,25.8%,52.4%,41.4%,50.0%,75.2%,68.7%,58.6%,21.2,2021.0,2021-01-01
525,Brandon Bielak,HOU,50.0,25.8%,66.2%,46.7%,51.0%,85.7%,76.4%,51.7%,23.7,2021.0,2021-01-01
526,Ryne Stanek,HOU,68.1,25.8%,68.4%,47.3%,49.7%,78.6%,70.8%,50.4%,28.4,2021.0,2021-01-01
527,Kyle Cody,TEX,11.1,25.8%,67.9%,48.3%,60.0%,81.6%,76.2%,53.6%,24.7,2021.0,2021-01-01
528,Luis Gil,NYY,29.1,25.7%,67.8%,46.6%,53.6%,79.3%,72.2%,49.6%,22.5,2021.0,2021-01-01
529,Reid Detmers,LAA,20.2,25.7%,65.9%,47.8%,61.4%,80.3%,75.7%,54.9%,21.9,2021.0,2021-01-01
530,Will Vest,SEA,35.0,25.7%,69.0%,46.9%,67.5%,82.4%,78.2%,48.8%,23.9,2021.0,2021-01-01
531,James Kaprielian,OAK,119.1,25.7%,65.4%,45.6%,62.3%,81.4%,76.1%,50.0%,23.5,2021.0,2021-01-01
532,Derek Law,MIN,15.0,25.7%,68.4%,47.9%,41.7%,79.8%,70.0%,52.1%,22.1,2021.0,2021-01-01
533,Adrian Morejon,SDP,4.2,25.7%,66.7%,48.8%,55.6%,73.3%,69.2%,56.3%,23.0,2021.0,2021-01-01
534,Ryan Helsley,STL,47.1,25.7%,65.9%,45.5%,48.6%,85.4%,74.9%,49.2%,27.7,2021.0,2021-01-01
535,Chris Ellis,- - -,29.1,25.7%,65.5%,46.5%,59.3%,84.8%,78.1%,52.3%,22.2,2021.0,2021-01-01
536,Jaime Barria,LAA,56.2,25.6%,66.7%,46.2%,64.1%,90.6%,83.3%,50.2%,23.4,2021.0,2021-01-01
537,Rich Hill,- - -,158.2,25.6%,60.5%,45.8%,61.2%,83.6%,78.3%,57.9%,21.8,2021.0,2021-01-01
538,Asher Wojciechowski,NYY,4.0,25.6%,57.5%,41.0%,63.6%,91.3%,82.4%,48.2%,24.6,2021.0,2021-01-01
539,Alex Vesia,LAD,40.0,25.6%,66.9%,47.9%,49.4%,68.4%,63.7%,54.0%,27.5,2021.0,2021-01-01
540,JC Mejia,CLE,52.1,25.6%,65.5%,45.6%,61.6%,87.9%,80.6%,50.2%,23.2,2021.0,2021-01-01
541,Tyler Rogers,SFG,81.0,25.6%,67.9%,51.0%,77.4%,87.1%,85.2%,60.0%,23.4,2021.0,2021-01-01
542,Wes Benjamin,TEX,22.2,25.6%,68.4%,47.3%,79.3%,80.0%,79.8%,50.8%,20.9,2021.0,2021-01-01
543,Isaac Mattson,BAL,4.1,25.5%,65.9%,45.1%,66.7%,82.8%,78.0%,48.4%,22.3,2021.0,2021-01-01
544,Matt Foster,CHW,39.0,25.5%,68.7%,49.0%,64.7%,83.5%,79.0%,54.3%,28.5,2021.0,2021-01-01
545,Sam Clay,WSN,45.0,25.5%,61.4%,43.7%,52.5%,92.0%,80.6%,50.7%,23.1,2021.0,2021-01-01
546,Martin Perez,BOS,114.0,25.5%,65.4%,46.1%,66.1%,87.6%,81.8%,51.5%,24.0,2021.0,2021-01-01
547,Vladimir Gutierrez,CIN,114.0,25.5%,65.6%,45.8%,59.3%,86.3%,78.9%,50.5%,23.2,2021.0,2021-01-01
548,Chris Bassitt,OAK,157.1,25.5%,64.1%,47.6%,59.5%,84.7%,78.9%,57.3%,24.6,2021.0,2021-01-01
549,Matt Moore,PHI,73.0,25.5%,66.8%,47.1%,66.4%,85.4%,80.5%,52.4%,22.3,2021.0,2021-01-01
550,Ian Anderson,ATL,128.1,25.4%,67.3%,45.5%,50.7%,83.3%,73.8%,47.9%,21.9,2021.0,2021-01-01
551,Yacksel Rios,- - -,27.1,25.4%,62.4%,43.7%,54.2%,83.7%,75.0%,49.3%,24.3,2021.0,2021-01-01
552,Wil Crowe,PIT,116.2,25.4%,66.5%,44.4%,54.5%,85.9%,76.2%,46.2%,25.1,2021.0,2021-01-01
553,Kyle Funkhouser,DET,68.1,25.4%,64.6%,44.1%,58.9%,82.5%,75.4%,47.7%,24.9,2021.0,2021-01-01
554,Jon Duplantier,ARI,13.0,25.4%,60.7%,43.7%,75.8%,84.7%,82.2%,51.9%,22.1,2021.0,2021-01-01
555,Javy Guerra,WSN,6.0,25.4%,70.4%,50.0%,70.6%,93.0%,87.8%,54.7%,27.3,2021.0,2021-01-01
556,Jake Reed,- - -,10.0,25.4%,62.9%,46.3%,66.7%,75.0%,73.0%,55.6%,26.0,2021.0,2021-01-01
557,Wade Davis,KCR,42.2,25.3%,72.0%,48.2%,51.5%,88.6%,78.7%,49.2%,25.0,2021.0,2021-01-01
558,Wade LeBlanc,- - -,49.0,25.3%,68.5%,46.6%,68.6%,84.7%,80.3%,49.2%,22.4,2021.0,2021-01-01
559,Austin Davis,- - -,26.1,25.3%,63.6%,43.8%,56.5%,84.8%,76.3%,48.2%,21.4,2021.0,2021-01-01
560,Garrett Richards,BOS,136.2,25.3%,69.6%,48.9%,51.8%,88.9%,79.9%,53.2%,24.5,2021.0,2021-01-01
561,Corey Knebel,LAD,25.2,25.3%,67.6%,49.1%,54.5%,78.9%,73.5%,56.4%,25.4,2021.0,2021-01-01
562,Adam Plutko,BAL,56.1,25.3%,72.7%,47.5%,64.7%,84.1%,78.6%,46.9%,22.5,2021.0,2021-01-01
563,Trevor Cahill,PIT,37.0,25.2%,63.0%,44.0%,61.9%,86.5%,79.5%,49.8%,22.6,2021.0,2021-01-01
564,Justin Bruihl,LAD,18.2,25.2%,72.8%,50.6%,63.3%,86.9%,81.4%,53.3%,22.6,2021.0,2021-01-01
565,Taijuan Walker,NYM,159.0,25.2%,62.9%,45.7%,62.1%,84.5%,78.9%,54.4%,20.0,2021.0,2021-01-01
566,Erasmo Ramirez,DET,26.2,25.2%,66.7%,51.5%,80.6%,84.3%,83.7%,63.5%,24.7,2021.0,2021-01-01
567,Thomas Eshelman,BAL,27.2,25.1%,58.8%,44.2%,70.8%,92.5%,87.2%,56.7%,19.2,2021.0,2021-01-01
568,Yohan Ramirez,SEA,27.2,25.1%,64.9%,45.3%,38.9%,75.0%,65.2%,50.8%,24.4,2021.0,2021-01-01
569,Brandon Kintzler,PHI,29.2,25.1%,64.5%,45.5%,67.7%,91.2%,85.0%,51.8%,23.5,2021.0,2021-01-01
570,Jhoulys Chacin,COL,64.1,25.1%,65.6%,45.5%,62.4%,85.6%,79.3%,50.5%,24.9,2021.0,2021-01-01
571,Erick Fedde,WSN,133.1,25.1%,63.6%,44.2%,59.2%,87.4%,79.3%,49.7%,22.3,2021.0,2021-01-01
572,Joe Jimenez,DET,45.1,25.1%,68.2%,47.3%,41.9%,80.3%,70.5%,51.6%,24.6,2021.0,2021-01-01
573,Eric Lauer,MIL,118.2,25.1%,66.7%,48.1%,65.8%,81.7%,78.0%,55.3%,22.0,2021.0,2021-01-01
574,Tarik Skubal,DET,149.1,25.0%,67.1%,48.5%,54.4%,82.6%,76.2%,55.9%,20.0,2021.0,2021-01-01
575,Ryan Brasier,BOS,12.0,25.0%,73.3%,50.8%,52.2%,83.1%,76.0%,53.3%,28.7,2021.0,2021-01-01
576,Nick Tropeano,- - -,8.0,25.0%,73.1%,45.8%,35.3%,97.4%,78.2%,43.3%,24.2,2021.0,2021-01-01
577,Kevin Pillar,NYM,0.1,25.0%,100.0%,50.0%,0.0%,100.0%,66.7%,33.3%,16.2,2021.0,2021-01-01
578,Austin Adams,SDP,52.2,25.0%,57.2%,40.3%,38.1%,80.2%,66.5%,47.6%,22.8,2021.0,2021-01-01
579,Yoan Lopez,ARI,12.1,25.0%,69.7%,45.6%,41.4%,84.1%,71.4%,46.0%,25.2,2021.0,2021-01-01
580,Freddy Peralta,MIL,144.1,25.0%,64.5%,45.0%,44.3%,76.5%,67.6%,50.6%,24.5,2021.0,2021-01-01
581,Dakota Hudson,STL,8.2,25.0%,68.7%,47.3%,75.0%,91.3%,87.1%,51.1%,23.7,2021.0,2021-01-01
582,Andrew Vasquez,LAD,1.2,25.0%,68.4%,55.6%,100.0%,69.2%,73.3%,70.4%,23.1,2021.0,2021-01-01
583,Raynel Espinal,BOS,2.0,25.0%,87.5%,52.8%,60.0%,100.0%,89.5%,44.4%,21.3,2021.0,2021-01-01
584,Bailey Falter,PHI,33.2,25.0%,67.7%,48.2%,60.3%,83.3%,77.8%,54.3%,23.0,2021.0,2021-01-01
585,Kyle Nelson,CLE,9.2,25.0%,57.6%,42.0%,47.6%,83.0%,73.0%,52.3%,20.0,2021.0,2021-01-01
586,Shane Baz,TBR,13.1,25.0%,71.1%,51.5%,52.4%,72.8%,68.6%,57.6%,24.9,2021.0,2021-01-01
587,Keegan Akin,BAL,95.0,24.9%,68.0%,49.0%,64.4%,84.4%,79.9%,56.0%,21.3,2021.0,2021-01-01
588,Wander Suero,WSN,42.2,24.9%,69.7%,48.6%,62.9%,81.4%,77.0%,53.0%,24.3,2021.0,2021-01-01
589,Kwang-hyun Kim,STL,106.2,24.9%,61.4%,43.4%,58.4%,87.8%,79.5%,50.7%,21.3,2021.0,2021-01-01
590,Duane Underwood Jr.,PIT,72.2,24.9%,63.7%,44.8%,55.2%,85.9%,77.6%,51.2%,23.1,2021.0,2021-01-01
591,Adam Wainwright,STL,206.1,24.9%,58.8%,43.4%,59.5%,89.0%,81.3%,54.5%,22.4,2021.0,2021-01-01
592,Hansel Robles,- - -,69.0,24.9%,68.2%,48.5%,64.9%,81.9%,77.9%,54.6%,28.8,2021.0,2021-01-01
593,Justin Steele,CHC,57.0,24.8%,63.1%,44.4%,50.4%,83.6%,74.5%,51.1%,21.8,2021.0,2021-01-01
594,Ross Detwiler,- - -,52.1,24.8%,62.8%,45.0%,51.5%,88.1%,78.6%,53.1%,25.8,2021.0,2021-01-01
595,Chase Anderson,PHI,48.0,24.8%,65.4%,46.0%,65.3%,82.8%,78.3%,52.2%,21.6,2021.0,2021-01-01
596,Ross Stripling,TOR,101.1,24.8%,67.0%,47.0%,59.6%,84.9%,78.6%,52.7%,24.4,2021.0,2021-01-01
597,Kohei Arihara,TEX,40.2,24.8%,62.5%,43.2%,61.4%,92.0%,83.1%,49.0%,24.0,2021.0,2021-01-01
598,Taylor Williams,- - -,11.2,24.8%,64.2%,43.8%,50.0%,86.8%,76.0%,48.4%,26.5,2021.0,2021-01-01
599,Aroldis Chapman,NYY,56.1,24.8%,63.2%,44.0%,39.5%,70.4%,61.8%,50.1%,30.5,2021.0,2021-01-01
600,Ryan Burr,CHW,36.2,24.7%,63.3%,43.8%,52.7%,87.1%,77.3%,49.6%,24.8,2021.0,2021-01-01
601,Cody Poteet,MIA,30.2,24.7%,65.1%,46.9%,55.7%,83.2%,76.7%,54.9%,22.8,2021.0,2021-01-01
602,Jordan Weems,- - -,5.2,24.7%,68.9%,44.8%,55.6%,88.1%,78.3%,45.5%,23.5,2021.0,2021-01-01
603,Matt Manning,DET,85.1,24.6%,63.9%,46.9%,70.2%,89.9%,85.5%,56.9%,22.4,2021.0,2021-01-01
604,Nick Wittgren,CLE,62.1,24.6%,65.2%,46.3%,59.0%,81.6%,76.0%,53.3%,26.4,2021.0,2021-01-01
605,Jon Lester,- - -,141.1,24.6%,68.0%,45.8%,64.9%,87.1%,81.0%,48.9%,22.6,2021.0,2021-01-01
606,Carl Edwards Jr.,- - -,5.2,24.6%,70.2%,44.4%,46.7%,84.8%,72.9%,43.5%,24.9,2021.0,2021-01-01
607,Patrick Murphy,- - -,28.0,24.6%,67.5%,46.3%,52.5%,86.7%,77.8%,50.6%,25.6,2021.0,2021-01-01
608,Reiss Knehr,SDP,29.0,24.5%,69.8%,46.4%,67.7%,84.4%,79.8%,48.3%,23.0,2021.0,2021-01-01
609,Domingo Tapia,- - -,33.2,24.5%,59.6%,42.2%,60.9%,87.3%,79.7%,50.4%,25.4,2021.0,2021-01-01
610,Jeff Hoffman,CIN,73.0,24.5%,65.5%,44.3%,48.8%,83.3%,73.5%,48.4%,24.1,2021.0,2021-01-01
611,Humberto Mejia,ARI,22.1,24.5%,71.2%,49.9%,59.6%,87.1%,81.0%,54.4%,21.2,2021.0,2021-01-01
612,Nestor Cortes,NYY,93.0,24.5%,68.2%,48.0%,67.4%,82.0%,78.6%,53.9%,21.1,2021.0,2021-01-01
613,Joe Ross,WSN,108.0,24.4%,61.5%,45.8%,56.8%,81.8%,76.1%,57.6%,24.8,2021.0,2021-01-01
614,Jon Heasley,KCR,14.2,24.4%,67.2%,44.8%,71.9%,93.8%,87.5%,47.6%,21.4,2021.0,2021-01-01
615,Genesis Cabrera,STL,70.0,24.4%,66.8%,47.0%,52.6%,83.1%,75.7%,53.2%,26.5,2021.0,2021-01-01
616,James Karinchak,CLE,55.1,24.4%,63.7%,43.2%,56.5%,76.7%,70.7%,47.8%,28.4,2021.0,2021-01-01
617,Jose De Leon,CIN,18.1,24.4%,62.3%,45.2%,44.7%,73.9%,66.9%,55.0%,23.0,2021.0,2021-01-01
618,Josh Staumont,KCR,65.2,24.3%,61.7%,43.5%,51.1%,84.0%,75.1%,51.4%,28.9,2021.0,2021-01-01
619,Kolby Allard,TEX,124.2,24.3%,67.7%,48.3%,64.3%,87.4%,82.2%,55.2%,22.6,2021.0,2021-01-01
620,Jack Flaherty,STL,78.1,24.3%,64.6%,44.6%,48.5%,83.2%,73.8%,50.5%,23.4,2021.0,2021-01-01
621,Alex Blandino,CIN,3.2,24.3%,65.7%,44.4%,77.8%,91.3%,87.5%,48.6%,21.0,2021.0,2021-01-01
622,Luis Frias,ARI,3.1,24.3%,58.1%,39.7%,66.7%,83.3%,77.8%,45.6%,26.0,2021.0,2021-01-01
623,Jake Diekman,OAK,60.2,24.3%,62.8%,43.8%,38.1%,81.2%,69.4%,50.7%,26.7,2021.0,2021-01-01
624,Jose Alvarado,PHI,55.2,24.3%,57.3%,39.9%,40.3%,82.3%,68.8%,47.3%,28.2,2021.0,2021-01-01
625,Jimmy Herget,- - -,18.2,24.3%,61.3%,43.5%,42.9%,78.9%,69.2%,51.8%,24.6,2021.0,2021-01-01
626,Brandon Workman,- - -,28.0,24.3%,59.1%,40.2%,66.2%,84.9%,78.7%,45.6%,23.1,2021.0,2021-01-01
627,David Hale,PHI,26.2,24.3%,70.7%,46.6%,69.0%,86.0%,81.4%,48.2%,21.1,2021.0,2021-01-01
628,Jorge Lopez,BAL,121.2,24.3%,60.7%,43.5%,63.3%,87.3%,81.0%,52.8%,21.3,2021.0,2021-01-01
629,Jose Ruiz,CHW,65.0,24.2%,68.6%,48.6%,51.3%,84.9%,77.4%,55.0%,24.1,2021.0,2021-01-01
630,Javy Guerra,SDP,3.2,24.2%,84.8%,54.5%,62.5%,92.9%,86.1%,50.0%,26.2,2021.0,2021-01-01
631,Miguel Del Pozo,DET,5.1,24.2%,61.7%,46.3%,75.0%,82.8%,81.1%,58.8%,22.8,2021.0,2021-01-01
632,Johan Oviedo,STL,62.1,24.2%,65.5%,44.5%,50.0%,85.7%,75.8%,49.1%,23.3,2021.0,2021-01-01
633,Vince Velasquez,- - -,94.1,24.2%,67.3%,46.5%,58.3%,81.0%,75.3%,51.7%,26.2,2021.0,2021-01-01
634,Caleb Smith,ARI,113.2,24.2%,65.0%,45.9%,62.1%,80.1%,75.6%,53.1%,23.7,2021.0,2021-01-01
635,Brad Keller,KCR,133.2,24.2%,65.7%,44.5%,57.4%,87.9%,79.4%,48.8%,20.6,2021.0,2021-01-01
636,Casey Mize,DET,150.1,24.2%,64.3%,45.6%,57.5%,86.4%,79.2%,53.3%,20.8,2021.0,2021-01-01
637,Brett Anderson,MIL,96.0,24.2%,62.7%,41.1%,65.2%,93.3%,84.0%,44.0%,17.4,2021.0,2021-01-01
638,Kyle Crick,PIT,24.1,24.2%,58.0%,39.3%,53.4%,86.6%,75.3%,44.6%,24.6,2021.0,2021-01-01
639,Cam Bedrosian,- - -,25.0,24.2%,67.2%,45.6%,56.9%,85.0%,77.5%,49.8%,27.6,2021.0,2021-01-01
640,Brady Singer,KCR,128.1,24.2%,60.3%,43.4%,51.6%,84.6%,76.0%,53.2%,22.5,2021.0,2021-01-01
641,Garrett Cleavinger,LAD,18.0,24.1%,52.4%,38.8%,47.6%,87.9%,75.9%,52.1%,28.6,2021.0,2021-01-01
642,Steven Matz,TOR,150.2,24.1%,64.1%,46.8%,59.9%,85.4%,79.7%,56.7%,20.8,2021.0,2021-01-01
643,Josh Osich,CIN,14.1,24.1%,65.5%,45.5%,70.4%,87.2%,82.9%,51.5%,25.5,2021.0,2021-01-01
644,Cristian Javier,HOU,101.1,24.1%,67.4%,44.9%,49.6%,78.8%,70.7%,48.1%,24.6,2021.0,2021-01-01
645,Carlos Martinez,STL,82.1,24.1%,64.0%,45.9%,57.9%,89.5%,81.9%,54.5%,20.3,2021.0,2021-01-01
646,Wily Peralta,DET,93.2,24.0%,67.9%,45.1%,61.3%,88.0%,80.6%,48.1%,22.1,2021.0,2021-01-01
647,David Phelps,TOR,10.1,24.0%,60.0%,40.2%,56.0%,82.4%,73.7%,45.0%,24.2,2021.0,2021-01-01
648,Jon Gray,COL,149.0,24.0%,63.7%,45.0%,46.5%,84.9%,75.3%,53.0%,23.8,2021.0,2021-01-01
649,Dusten Knight,BAL,8.2,24.0%,62.2%,42.5%,56.5%,80.4%,73.4%,48.4%,24.1,2021.0,2021-01-01
650,Tony Gonsolin,LAD,55.2,24.0%,67.2%,44.2%,42.1%,83.7%,71.7%,46.9%,23.3,2021.0,2021-01-01
651,Dustin May,LAD,23.0,24.0%,65.5%,46.3%,45.0%,76.4%,68.9%,53.7%,22.3,2021.0,2021-01-01
652,Marcos Diplan,BAL,30.0,23.8%,64.6%,45.9%,55.4%,83.2%,76.6%,54.1%,22.7,2021.0,2021-01-01
653,Mike Kickham,LAD,2.0,23.8%,79.2%,53.3%,40.0%,94.7%,83.3%,53.3%,22.8,2021.0,2021-01-01
654,Tony Santillan,CIN,43.1,23.8%,59.9%,42.2%,40.4%,81.5%,70.2%,51.0%,22.7,2021.0,2021-01-01
655,Tim Hill,SDP,59.2,23.8%,62.3%,47.5%,60.2%,83.2%,78.7%,61.5%,22.0,2021.0,2021-01-01
656,Caleb Baragar,SFG,23.0,23.8%,68.0%,47.8%,61.5%,82.6%,77.8%,54.2%,20.6,2021.0,2021-01-01
657,Mychal Givens,- - -,51.0,23.8%,63.5%,43.2%,59.4%,79.0%,73.5%,48.9%,24.6,2021.0,2021-01-01
658,Edward Cabrera,MIA,26.1,23.7%,65.5%,43.6%,50.0%,82.0%,72.9%,47.5%,25.0,2021.0,2021-01-01
659,Shane Greene,- - -,23.2,23.7%,61.9%,42.9%,61.8%,85.6%,79.1%,50.4%,26.1,2021.0,2021-01-01
660,Rex Brothers,CHC,53.0,23.7%,65.9%,43.1%,33.6%,82.5%,68.0%,46.0%,27.1,2021.0,2021-01-01
661,Jace Fry,CHW,6.2,23.7%,61.7%,40.4%,66.7%,89.2%,81.8%,44.1%,21.1,2021.0,2021-01-01
662,Shaun Anderson,- - -,23.1,23.7%,70.0%,48.1%,44.9%,85.7%,76.2%,52.6%,25.9,2021.0,2021-01-01
663,Lou Trivino,OAK,73.2,23.6%,66.0%,46.2%,59.2%,83.3%,77.6%,53.3%,24.8,2021.0,2021-01-01
664,Jandel Gustave,MIL,18.1,23.6%,65.9%,47.6%,60.0%,90.0%,83.6%,56.8%,23.8,2021.0,2021-01-01
665,Steve Cishek,LAA,68.1,23.6%,60.7%,41.3%,67.7%,86.5%,80.9%,47.6%,22.8,2021.0,2021-01-01
666,Lucas Gilbreath,COL,42.2,23.6%,67.4%,45.3%,43.7%,81.1%,71.3%,49.5%,24.0,2021.0,2021-01-01
667,Blaine Hardy,MIL,1.0,23.5%,64.3%,41.9%,100.0%,88.9%,92.3%,45.2%,21.0,2021.0,2021-01-01
668,Jay Flaa,- - -,2.2,23.5%,66.7%,42.6%,25.0%,72.2%,57.7%,44.3%,22.7,2021.0,2021-01-01
669,Josh Rogers,WSN,35.2,23.5%,70.1%,47.8%,51.7%,91.3%,82.0%,52.2%,20.2,2021.0,2021-01-01
670,Matt Peacock,ARI,86.1,23.5%,66.2%,46.1%,60.5%,89.7%,82.7%,53.0%,20.0,2021.0,2021-01-01
671,Ryan Hendrix,CIN,31.2,23.5%,61.6%,40.6%,42.9%,79.9%,68.0%,44.8%,24.6,2021.0,2021-01-01
672,Jordan Hicks,STL,10.0,23.5%,57.5%,38.1%,66.7%,88.0%,80.5%,43.1%,26.0,2021.0,2021-01-01
673,Kris Bubic,KCR,130.0,23.5%,64.4%,44.8%,56.6%,85.2%,78.0%,52.1%,22.9,2021.0,2021-01-01
674,Eric Hanhold,BAL,10.1,23.5%,73.6%,47.6%,47.8%,83.6%,74.4%,48.1%,23.3,2021.0,2021-01-01
675,Kyle Tyler,LAA,12.1,23.5%,64.1%,43.2%,78.3%,93.2%,89.0%,48.4%,23.7,2021.0,2021-01-01
676,Dean Kremer,BAL,53.2,23.4%,64.9%,45.3%,62.4%,87.8%,81.6%,52.7%,22.3,2021.0,2021-01-01
677,Justus Sheffield,SEA,80.1,23.4%,64.9%,44.0%,56.1%,89.9%,80.8%,49.7%,25.4,2021.0,2021-01-01
678,Antonio Senzatela,COL,156.2,23.4%,66.6%,47.5%,60.5%,87.9%,82.0%,55.9%,20.9,2021.0,2021-01-01
679,Joey Krehbiel,- - -,8.1,23.3%,64.4%,45.9%,64.3%,83.0%,78.7%,54.9%,24.7,2021.0,2021-01-01
680,Angel Zerpa,KCR,5.0,23.3%,60.5%,44.1%,71.4%,95.7%,90.0%,55.9%,22.1,2021.0,2021-01-01
681,Daniel Bard,COL,65.2,23.3%,66.2%,46.2%,43.2%,80.9%,72.1%,53.4%,28.0,2021.0,2021-01-01
682,Trevor Stephan,CLE,63.1,23.3%,67.1%,47.2%,51.6%,78.2%,72.2%,54.6%,25.0,2021.0,2021-01-01
683,Jordan Zimmermann,MIL,5.2,23.3%,79.5%,50.0%,80.0%,100.0%,95.1%,47.6%,21.4,2021.0,2021-01-01
684,Jake Brentz,KCR,64.0,23.2%,63.5%,43.4%,43.0%,81.8%,71.5%,50.1%,23.5,2021.0,2021-01-01
685,Jackson Kowar,KCR,30.1,23.2%,63.4%,42.5%,55.3%,84.9%,76.5%,48.0%,23.2,2021.0,2021-01-01
686,Brandon Waddell,- - -,9.1,23.1%,65.6%,41.6%,57.1%,85.2%,76.4%,43.5%,23.0,2021.0,2021-01-01
687,Robel Garcia,HOU,1.0,23.1%,75.0%,51.7%,100.0%,91.7%,93.3%,55.2%,16.5,2021.0,2021-01-01
688,Jordan Luplow,TBR,1.0,23.1%,80.0%,38.9%,100.0%,100.0%,100.0%,27.8%,10.5,2021.0,2021-01-01
689,Josh James,HOU,5.0,23.1%,51.2%,40.6%,33.3%,81.8%,71.4%,62.3%,23.1,2021.0,2021-01-01
690,Dylan Coleman,KCR,6.1,23.1%,77.2%,51.4%,66.7%,77.3%,75.0%,52.3%,24.7,2021.0,2021-01-01
691,Joan Adon,WSN,5.1,23.1%,57.1%,38.3%,33.3%,83.3%,66.7%,44.7%,23.0,2021.0,2021-01-01
692,Nate Jones,- - -,19.0,23.0%,80.3%,52.1%,60.0%,78.6%,74.5%,50.8%,23.5,2021.0,2021-01-01
693,Tyler Gilbert,ARI,40.0,23.0%,73.6%,52.3%,60.3%,89.1%,83.8%,58.0%,22.6,2021.0,2021-01-01
694,Yency Almonte,COL,47.2,23.0%,66.4%,42.7%,45.0%,85.8%,73.8%,45.3%,23.0,2021.0,2021-01-01
695,Daniel Castano,MIA,20.1,23.0%,70.3%,49.2%,50.0%,92.3%,83.5%,55.6%,24.2,2021.0,2021-01-01
696,Beau Burrows,- - -,11.0,23.0%,71.5%,46.8%,67.7%,88.2%,83.1%,49.1%,22.0,2021.0,2021-01-01
697,Drew Anderson,TEX,22.0,22.9%,64.6%,46.0%,55.6%,89.7%,82.1%,55.4%,26.5,2021.0,2021-01-01
698,Andres Machado,WSN,35.2,22.9%,64.7%,44.7%,59.4%,84.4%,78.2%,52.0%,24.6,2021.0,2021-01-01
699,Charlie Barnes,MIN,38.0,22.9%,64.1%,44.6%,64.8%,91.0%,84.6%,52.7%,21.6,2021.0,2021-01-01
700,Peter Solomon,HOU,14.0,22.9%,69.8%,42.7%,70.0%,86.6%,81.4%,42.3%,23.0,2021.0,2021-01-01
701,Andrew Miller,STL,36.0,22.9%,60.1%,43.1%,46.2%,84.2%,74.9%,54.2%,21.4,2021.0,2021-01-01
702,Spencer Howard,- - -,49.2,22.9%,62.7%,44.7%,64.9%,79.8%,76.3%,54.7%,23.0,2021.0,2021-01-01
703,Clay Holmes,- - -,70.0,22.9%,56.6%,41.1%,44.1%,82.8%,72.9%,54.1%,26.2,2021.0,2021-01-01
704,Mauricio Llovera,PHI,6.2,22.9%,65.3%,44.8%,43.8%,89.8%,78.5%,51.7%,24.7,2021.0,2021-01-01
705,Jefry Rodriguez,WSN,24.1,22.8%,65.9%,45.4%,53.3%,91.6%,82.4%,52.4%,23.5,2021.0,2021-01-01
706,Taylor Widener,ARI,70.1,22.8%,65.3%,45.2%,60.3%,84.5%,78.7%,52.8%,26.4,2021.0,2021-01-01
707,Paul Blackburn,OAK,38.1,22.8%,62.4%,42.0%,63.8%,94.2%,85.7%,48.5%,22.7,2021.0,2021-01-01
708,John Gant,- - -,110.0,22.7%,65.0%,42.8%,55.5%,86.4%,77.8%,47.4%,25.5,2021.0,2021-01-01
709,Jace Peterson,MIL,2.0,22.7%,50.0%,35.0%,80.0%,100.0%,92.9%,45.0%,14.1,2021.0,2021-01-01
710,Paul Fry,BAL,47.1,22.7%,57.8%,40.3%,49.5%,86.5%,76.1%,50.0%,22.6,2021.0,2021-01-01
711,Phillips Valdez,BOS,40.0,22.7%,61.6%,41.8%,63.3%,85.5%,79.4%,49.1%,24.0,2021.0,2021-01-01
712,Scott Kazmir,SFG,11.1,22.7%,72.7%,49.3%,40.9%,93.8%,82.4%,53.1%,23.1,2021.0,2021-01-01
713,Touki Toussaint,ATL,50.0,22.7%,60.1%,41.6%,46.7%,85.9%,75.4%,50.5%,20.1,2021.0,2021-01-01
714,Luis Oviedo,PIT,29.2,22.7%,59.8%,40.0%,42.9%,87.0%,73.7%,46.7%,23.8,2021.0,2021-01-01
715,Zac Lowther,BAL,29.2,22.6%,62.6%,43.4%,48.4%,85.5%,76.2%,52.0%,19.7,2021.0,2021-01-01
716,Cory Abbott,CHC,17.1,22.5%,67.6%,44.3%,63.4%,89.6%,82.7%,48.3%,22.2,2021.0,2021-01-01
717,Mike Foltynewicz,TEX,139.0,22.4%,67.4%,47.1%,66.8%,87.3%,82.9%,55.0%,20.8,2021.0,2021-01-01
718,Taylor Hearn,TEX,104.1,22.4%,65.7%,46.0%,60.2%,85.3%,79.7%,54.5%,24.4,2021.0,2021-01-01
719,Blake Taylor,HOU,42.2,22.4%,69.5%,44.5%,53.9%,85.7%,77.2%,46.9%,24.4,2021.0,2021-01-01
720,Keegan Thompson,CHC,53.1,22.3%,68.8%,47.0%,55.0%,85.8%,78.9%,53.0%,23.5,2021.0,2021-01-01
721,Carlos Estevez,COL,61.2,22.3%,71.4%,49.8%,49.5%,84.6%,77.6%,55.9%,23.6,2021.0,2021-01-01
722,Sean Reid-Foley,NYM,20.2,22.3%,70.6%,46.6%,48.8%,79.5%,72.3%,50.4%,26.8,2021.0,2021-01-01
723,Rafael Dolis,TOR,32.0,22.3%,63.6%,41.0%,50.7%,83.8%,74.0%,45.3%,31.1,2021.0,2021-01-01
