#,Name,Team,IP,FA%,FC%,FS%,SI%,CH%,SL%,CU%,CS%,KN%,SB%,XX%,Year,YearDate
710,Joe Musgrove,SDP,181.1,19.2%,17.9%, ,6.6%,4.7%,27.8%,23.7%, , , , ,2021.0,2021-01-01
711,Edgar Garcia,- - -,14.2,19.1%, , ,33.0%,7.8%,40.1%, , , , , ,2021.0,2021-01-01
712,Dustin May,LAD,23.0,19.1%,18.3%, ,39.9%, , ,22.7%, , , , ,2021.0,2021-01-01
713,Brandon Brennan,BOS,3.0,19.0%, , ,42.9%,35.7%,2.4%, , , , , ,2021.0,2021-01-01
714,Jandel Gustave,MIL,18.1,19.0%, , ,55.4%, ,25.5%, , , , , ,2021.0,2021-01-01
715,Steve Cishek,LAA,68.1,18.9%, , ,42.2%,0.2%,38.6%, , , , , ,2021.0,2021-01-01
716,Adbert Alzolay,CHC,125.2,18.9%,7.0%, ,26.6%,6.9%,39.9%,0.7%, , , , ,2021.0,2021-01-01
717,Sam Coonrod,PHI,42.1,18.7%,3.9%, ,54.4%,8.1%,14.9%, , , , , ,2021.0,2021-01-01
718,Tommy Nance,CHC,28.2,18.6%, , ,43.4%, ,11.0%,27.0%, , , , ,2021.0,2021-01-01
719,Bryan Shaw,CLE,77.1,18.1%,59.2%, ,1.5%,4.2%,10.6%,5.7%, , , ,0.5%,2021.0,2021-01-01
720,Ian Krol,DET,18.2,18.1%,39.8%, ,17.2%,13.5%, ,11.5%, , , , ,2021.0,2021-01-01
721,Kyle Hendricks,CHC,181.0,18.0%, , ,42.5%,27.8%, ,11.7%, , , ,0.0%,2021.0,2021-01-01
722,Junior Guerra,LAA,65.1,17.9%, ,15.9%,38.1%, ,11.7%,16.4%, , , , ,2021.0,2021-01-01
723,Michael Fulmer,DET,69.2,17.8%, , ,28.0%,11.1%,39.7%,3.3%, , , , ,2021.0,2021-01-01
724,Jace Fry,CHW,6.2,17.6%, , ,34.6%,8.8%,21.3%,17.6%, , , , ,2021.0,2021-01-01
725,Kyle Nelson,CLE,9.2,17.6%,39.8%, , , ,42.6%, , , , , ,2021.0,2021-01-01
726,Scott Effross,CHC,14.2,17.6%, , ,41.9%,9.5%,31.1%, , , , , ,2021.0,2021-01-01
727,Alec Mills,CHC,119.0,17.4%, , ,42.7%,16.8%,12.6%,10.4%, , , , ,2021.0,2021-01-01
728,Kirby Snead,TOR,7.2,17.1%, , ,25.2%,17.1%,40.5%, , , , , ,2021.0,2021-01-01
729,Aaron Slegers,LAA,31.0,17.0%, , ,41.6%,8.4%,33.0%, , , , , ,2021.0,2021-01-01
730,Joely Rodriguez,- - -,46.1,16.8%, , ,41.8%,37.6%,3.8%, , , , , ,2021.0,2021-01-01
731,Domingo Tapia,- - -,33.2,16.5%, , ,56.5%,5.9%,21.1%, , , , , ,2021.0,2021-01-01
732,David Price,LAD,73.2,16.4%,20.5%, ,36.4%,24.7%, ,2.0%, , , , ,2021.0,2021-01-01
733,Cal Quantrill,CLE,149.2,16.3%,25.9%, ,34.8%,13.8%,5.7%,3.5%, , , , ,2021.0,2021-01-01
734,Wade Miley,CIN,163.0,16.3%,46.8%, ,1.3%,27.2%,5.0%,3.4%, , , , ,2021.0,2021-01-01
735,Joe Ross,WSN,108.0,16.2%, , ,47.2%,5.2%,31.3%, , , , , ,2021.0,2021-01-01
736,Jordan Montgomery,NYY,157.1,16.1%,13.8%, ,22.1%,24.4%, ,23.7%, , , , ,2021.0,2021-01-01
737,Andrew Miller,STL,36.0,16.0%, , ,19.4%, ,64.7%, , , , , ,2021.0,2021-01-01
738,Tyler Alexander,DET,106.1,15.9%,35.6%, ,19.9%,18.4%,10.2%, , , , , ,2021.0,2021-01-01
739,Garrett Whitlock,BOS,73.1,15.8%, , ,47.2%,20.5%,16.5%, , , , , ,2021.0,2021-01-01
740,Albert Abreu,NYY,36.2,15.7%, , ,33.3%,15.9%,34.9%,0.2%, , , , ,2021.0,2021-01-01
741,Nick Sandlin,CLE,33.2,15.7%, , ,35.7%,2.2%,46.5%, , , , , ,2021.0,2021-01-01
742,Alex Young,- - -,52.0,15.6%,21.2%, ,25.2%,19.2%, ,18.9%, , , , ,2021.0,2021-01-01
743,JC Mejia,CLE,52.1,15.5%, , ,42.6%,11.7%,23.6%,6.6%, , , , ,2021.0,2021-01-01
744,Jose Urena,DET,100.2,15.5%, , ,48.4%,13.2%,23.0%, , , , , ,2021.0,2021-01-01
745,Ryan Thompson,TBR,34.0,15.3%,4.8%, ,40.6%,1.0%,38.3%, , , , , ,2021.0,2021-01-01
746,John Gant,- - -,110.0,15.0%,19.7%, ,34.1%,22.6%,3.1%,5.4%, , , , ,2021.0,2021-01-01
747,Wade LeBlanc,- - -,49.0,14.7%,28.1%, ,24.2%,22.2%, ,10.8%, , , , ,2021.0,2021-01-01
748,Wandy Peralta,- - -,51.0,14.5%, , ,23.2%,48.0%,14.3%, , , , , ,2021.0,2021-01-01
749,Jason Foley,DET,10.1,14.1%, , ,58.1%,3.0%,24.7%, , , , , ,2021.0,2021-01-01
750,Adam Morgan,CHC,25.1,14.1%, , ,20.2%,7.8%,48.4%,9.5%, , , , ,2021.0,2021-01-01
751,Jeurys Familia,NYM,59.1,14.1%, ,3.0%,59.5%, ,23.4%, , , , , ,2021.0,2021-01-01
752,Ryan Castellani,COL,3.1,13.8%, , ,20.0%,16.9%,43.1%,6.2%, , , , ,2021.0,2021-01-01
753,John Axford,MIL,0.1,13.6%, , ,72.7%, , ,13.6%, , , , ,2021.0,2021-01-01
754,Daulton Jefferies,OAK,15.0,13.6%,15.0%, ,43.6%,17.7%,10.0%, , , , , ,2021.0,2021-01-01
755,Ryan Yarbrough,TBR,155.0,13.5%,40.4%, , ,28.0%,18.0%, , , , , ,2021.0,2021-01-01
756,Nabil Crismatt,SDP,81.1,13.4%, , ,11.6%,51.2%, ,23.5%, , , ,0.2%,2021.0,2021-01-01
757,Adrian Houser,MIL,142.1,13.4%, , ,54.2%,10.8%,7.1%,14.5%, , , , ,2021.0,2021-01-01
758,Stephen Tarpley,NYM,0.0,13.3%, , ,46.7%, ,40.0%, , , , , ,2021.0,2021-01-01
759,Alex Claudio,LAA,32.2,13.3%, , ,35.1%,24.5%,27.1%, , , , , ,2021.0,2021-01-01
760,Martin Perez,BOS,114.0,13.3%,28.9%, ,25.2%,24.1%, ,8.4%, , , , ,2021.0,2021-01-01
761,Jose Alvarez,SFG,64.2,13.0%,2.8%, ,44.9%,28.0%,11.2%, , , , , ,2021.0,2021-01-01
762,Austin Adams,SDP,52.2,12.9%, , , , ,87.1%, , , , , ,2021.0,2021-01-01
763,Mickey Jannis,BAL,3.1,12.7%, , , , , , , ,87.3%, , ,2021.0,2021-01-01
764,Kyle Gibson,- - -,182.0,12.6%,15.0%, ,33.9%,13.4%,16.1%,9.0%, , , , ,2021.0,2021-01-01
765,Zach Eflin,PHI,105.2,12.4%, , ,41.9%,10.5%,24.4%,10.8%, , , , ,2021.0,2021-01-01
766,Collin McHugh,TBR,64.0,10.9%,33.0%, , ,0.1%,52.9%,3.1%, , , , ,2021.0,2021-01-01
767,Nick Tropeano,- - -,8.0,10.8%, ,10.8%,34.2%,15.8%,28.3%, , , , , ,2021.0,2021-01-01
768,Jimmy Herget,- - -,18.2,10.7%, , ,38.1%,1.3%,24.7%,25.1%, , , , ,2021.0,2021-01-01
769,Tayler Saucedo,TOR,25.2,10.6%, , ,45.8%,10.4%,21.8%,11.3%, , , , ,2021.0,2021-01-01
770,Kyle McGowin,WSN,30.0,10.6%, , ,20.7%,0.2%,68.3%, , , , ,0.2%,2021.0,2021-01-01
771,Julio Teheran,DET,5.0,10.0%, , ,53.3%,6.7%,30.0%, , , , , ,2021.0,2021-01-01
772,Adam Wainwright,STL,206.1,9.8%,21.7%, ,28.1%,6.3%, ,34.1%, , , , ,2021.0,2021-01-01
773,Jhoulys Chacin,COL,64.1,9.7%,19.3%, ,31.9%,3.6%,35.4%, , , , ,0.1%,2021.0,2021-01-01
774,Logan Webb,SFG,148.1,9.6%,1.3%, ,38.2%,23.1%, ,27.7%, , , , ,2021.0,2021-01-01
775,Jakob Junis,KCR,39.1,9.3%,42.4%, ,4.5%,3.3%,40.5%, , , , , ,2021.0,2021-01-01
776,Anthony Bass,MIA,61.1,9.2%, ,0.8%,40.1%, ,49.9%, , , , , ,2021.0,2021-01-01
777,Matt Wisler,- - -,48.2,9.1%, , , , ,90.9%, , , , , ,2021.0,2021-01-01
778,Fernando Abad,BAL,17.2,9.0%, , ,43.5%,16.1%,5.7%,25.8%, , , , ,2021.0,2021-01-01
779,Darren McCaughan,SEA,9.0,8.8%, , ,44.9%,15.0%,31.3%, , , , , ,2021.0,2021-01-01
780,Michael King,NYY,63.1,8.8%,15.5%, ,52.9%,12.5%,10.2%,0.1%, , , , ,2021.0,2021-01-01
781,Cody Reed,TBR,9.2,8.8%, , ,54.1%, ,37.2%, , , , , ,2021.0,2021-01-01
782,Cesar Valdez,BAL,46.0,8.7%, , ,11.2%,74.9%,5.2%, , , , , ,2021.0,2021-01-01
783,Jordan Zimmermann,MIL,5.2,8.5%, , ,34.1%,7.3%,42.7%,7.3%, , , , ,2021.0,2021-01-01
784,Kendall Graveman,- - -,56.0,8.2%,0.1%, ,63.3%,6.9%,17.8%,3.8%, , , , ,2021.0,2021-01-01
785,Tyler Chatwood,- - -,32.0,7.8%,36.2%, ,46.2%,3.6%, ,6.3%, , , , ,2021.0,2021-01-01
786,James Hoyt,LAA,8.0,7.7%, ,2.2%,25.3%, ,64.8%, , , , , ,2021.0,2021-01-01
787,Touki Toussaint,ATL,50.0,7.7%, ,21.2%,43.9%, , ,27.2%, , , , ,2021.0,2021-01-01
788,Blake Treinen,LAD,72.1,7.5%,29.9%, ,27.5%,0.1%,35.1%, , , , , ,2021.0,2021-01-01
789,Spencer Turnbull,DET,50.0,7.5%,30.8%, ,22.2%,7.5%,24.5%,7.5%, , , , ,2021.0,2021-01-01
790,Joe Mantiply,ARI,39.2,7.2%, , ,44.1%,18.4%,30.3%, , , , , ,2021.0,2021-01-01
791,Dakota Hudson,STL,8.2,6.9%,29.8%, ,43.5%,3.8%,16.0%, , , , , ,2021.0,2021-01-01
792,Brooks Raley,HOU,49.0,6.8%,32.6%, ,15.3%,3.6%,29.1%,12.6%, , , , ,2021.0,2021-01-01
793,Zack Godley,MIL,3.1,6.8%,40.9%, ,13.6%,1.1%, ,37.5%, , , , ,2021.0,2021-01-01
794,Alex Cobb,LAA,93.1,6.6%, ,36.9%,40.1%, , ,16.3%, , , , ,2021.0,2021-01-01
795,Trevor Cahill,PIT,37.0,6.6%, , ,29.6%,23.7%,18.4%,21.7%, , , , ,2021.0,2021-01-01
796,Erasmo Ramirez,DET,26.2,6.4%,43.4%, ,39.0%,8.2%,3.1%, , , , , ,2021.0,2021-01-01
797,Gregory Soto,DET,63.2,6.4%, , ,56.1%, ,37.6%, , , , , ,2021.0,2021-01-01
798,Paul Blackburn,OAK,38.1,6.3%,25.6%, ,42.1%,13.8%, ,12.2%, , , , ,2021.0,2021-01-01
799,Dennis Santana,- - -,54.2,6.3%, , ,42.0%,20.5%,31.2%, , , , , ,2021.0,2021-01-01
800,Aaron Northcraft,SDP,8.0,6.2%, , ,66.7%,14.0%,13.2%, , , , , ,2021.0,2021-01-01
801,Mitch Moreland,OAK,1.0,5.9%, , ,70.6%,11.8%, ,11.8%, , , , ,2021.0,2021-01-01
802,Kohl Stewart,CHC,13.2,5.5%,38.8%, ,38.4%,4.6%,7.6%,5.1%, , , , ,2021.0,2021-01-01
803,Corey Kluber,NYY,80.0,4.8%,27.3%, ,24.7%,13.8%,29.4%, , , , , ,2021.0,2021-01-01
804,Jose Marte,LAA,4.0,4.8%, , ,54.8%, ,40.5%, , , , , ,2021.0,2021-01-01
805,Mason Thompson,- - -,24.2,4.7%, , ,80.4%,1.2%,13.7%, , , , , ,2021.0,2021-01-01
806,Thomas Eshelman,BAL,27.2,4.5%, , ,44.2%,14.5%,24.9%,11.8%, , , , ,2021.0,2021-01-01
807,Framber Valdez,HOU,134.2,4.4%, , ,52.7%,12.0%, ,30.8%, , , , ,2021.0,2021-01-01
808,Chris Mazza,TBR,27.1,4.1%,35.6%, ,29.1%,1.9%,29.3%, , , , , ,2021.0,2021-01-01
809,Brody Koerner,NYY,3.0,3.8%,25.0%, ,51.9%,3.8%,11.5%,3.8%, , , , ,2021.0,2021-01-01
810,Tyler Rogers,SFG,81.0,3.8%, , ,53.6%, ,42.6%, , , , , ,2021.0,2021-01-01
811,Jonathan Loaisiga,NYY,70.2,3.8%, , ,55.0%,18.4%,22.6%,0.2%, , , ,0.1%,2021.0,2021-01-01
812,Josh Osich,CIN,14.1,3.5%,64.1%, ,6.9%,19.0%,6.5%, , , , , ,2021.0,2021-01-01
813,JT Chargois,- - -,53.2,3.4%, , ,36.8%, ,59.3%, , , , ,0.6%,2021.0,2021-01-01
814,Mark Melancon,SDP,64.2,3.3%,62.0%,0.2%, , , ,34.5%, , , , ,2021.0,2021-01-01
815,Diego Castillo,- - -,58.1,3.3%, , ,30.2%, ,66.5%, , , , , ,2021.0,2021-01-01
816,Blaine Hardy,MIL,1.0,3.2%,48.4%, , ,41.9%, ,6.5%, , , , ,2021.0,2021-01-01
817,Felix Pena,LAA,1.2,3.1%, , ,41.5%,16.9%,38.5%, , , , , ,2021.0,2021-01-01
818,Robert Gsellman,NYM,28.2,3.0%, , ,59.7%,16.4%,19.4%,1.4%, , , , ,2021.0,2021-01-01
819,Javy Guerra,SDP,3.2,3.0%, , ,86.4%, ,10.6%, , , , , ,2021.0,2021-01-01
820,Tommy Hunter,NYM,8.0,2.8%,42.2%, ,41.3%, , ,13.8%, , , , ,2021.0,2021-01-01
821,Sean Poppen,- - -,22.2,2.7%, , ,50.0%,9.4%,37.9%, , , , , ,2021.0,2021-01-01
822,Joe Kelly,LAD,44.0,2.5%, , ,38.2%,16.2%, ,43.1%, , , , ,2021.0,2021-01-01
823,Ben Rowen,LAA,11.1,2.5%, , ,46.0%, ,51.5%, , , , , ,2021.0,2021-01-01
824,Jake Reed,- - -,10.0,2.5%, , ,34.4%, ,63.1%, , , , , ,2021.0,2021-01-01
825,Joey Lucchesi,NYM,38.1,2.5%, ,1.5%,60.8%,35.1%, , , , , , ,2021.0,2021-01-01
826,Jordan Hicks,STL,10.0,2.5%, , ,66.3%,3.5%,27.7%, , , , , ,2021.0,2021-01-01
827,Zach Pop,MIA,54.2,2.5%, , ,65.3%, ,32.3%, , , , , ,2021.0,2021-01-01
828,Marcus Stroman,NYM,179.0,2.4%,14.7%,0.0%,41.5%,15.8%,24.4%,1.1%, , , , ,2021.0,2021-01-01
829,Chris Rodriguez,LAA,29.2,2.4%, , ,63.4%,4.4%,5.7%,24.2%, , , , ,2021.0,2021-01-01
830,Geoff Hartlieb,- - -,9.0,2.3%, , ,53.5%, ,44.1%, , , , , ,2021.0,2021-01-01
831,Jesse Hahn,KCR,3.1,2.3%, , ,63.6%,1.1%,10.2%,22.7%, , , , ,2021.0,2021-01-01
832,Brusdar Graterol,LAD,33.1,2.1%,7.5%, ,59.1%, ,31.4%, , , , , ,2021.0,2021-01-01
833,Dallas Keuchel,CHW,162.0,2.1%,24.2%, ,38.1%,28.6%,7.1%, , , , , ,2021.0,2021-01-01
834,Riley Smith,ARI,67.1,1.9%, , ,56.0%,17.1%,14.3%,10.7%, , , , ,2021.0,2021-01-01
835,Aaron Ashby,MIL,31.2,1.7%, , ,34.1%,21.3%,38.4%,3.7%, , , ,0.7%,2021.0,2021-01-01
836,Dillon Tate,BAL,67.2,1.6%, , ,58.9%,15.8%,23.6%, , , , , ,2021.0,2021-01-01
837,Jose Alvarado,PHI,55.2,1.6%, , ,78.9%, ,16.1%,3.3%, , , , ,2021.0,2021-01-01
838,Luis Garcia,STL,33.1,1.6%, ,11.6%,57.9%, ,28.9%, , , , , ,2021.0,2021-01-01
839,Nick Ramirez,SDP,20.1,1.6%,18.8%, ,29.6%,39.5%,9.9%,0.6%, , , , ,2021.0,2021-01-01
840,Sergio Romo,OAK,61.2,1.4%, , ,31.9%,10.9%,55.8%, , , , , ,2021.0,2021-01-01
841,Corbin Burnes,MIL,167.0,1.4%,52.1%, ,9.6%,9.6%,9.0%,18.3%, , , , ,2021.0,2021-01-01
842,Anthony Bender,MIA,61.1,1.3%, , ,51.7%,0.7%,46.2%, , , , , ,2021.0,2021-01-01
843,Stefan Crichton,ARI,23.1,1.2%, ,2.5%,68.5%, , ,27.8%, , , , ,2021.0,2021-01-01
844,Konner Wade,BAL,12.1,1.2%,30.6%, ,31.9%,33.9%,2.4%, , , , , ,2021.0,2021-01-01
845,Adam Kolarek,OAK,9.0,1.1%, , ,70.0%,18.4%,10.5%, , , , , ,2021.0,2021-01-01
846,Jesse Chavez,ATL,33.2,0.9%,41.3%, ,37.7%,9.8%,10.2%, , , , , ,2021.0,2021-01-01
847,Richard Bleier,MIA,58.0,0.9%,23.4%, ,61.9%,1.3%,12.6%, , , , , ,2021.0,2021-01-01
848,Brett Anderson,MIL,96.0,0.9%,8.2%, ,45.1%,25.3%,7.4%,13.1%, , , , ,2021.0,2021-01-01
849,Shane Greene,- - -,23.2,0.9%,29.7%, ,33.8%,7.9%,27.8%, , , , , ,2021.0,2021-01-01
850,Taylor Rogers,MIN,40.1,0.8%, , ,45.1%, ,53.1%,1.1%, , , , ,2021.0,2021-01-01
851,Sal Romano,- - -,25.0,0.7%, , ,61.8%, ,36.2%,1.4%, , , , ,2021.0,2021-01-01
852,Justus Sheffield,SEA,80.1,0.5%, , ,46.9%,20.5%,32.1%, , , , , ,2021.0,2021-01-01
853,Randy Dobnak,MIN,50.2,0.5%, , ,59.0%,7.3%,33.2%, , , , , ,2021.0,2021-01-01
854,Tim Mayza,TOR,53.0,0.5%, , ,70.5%, ,28.7%, , , , ,0.4%,2021.0,2021-01-01
855,Brandon Kintzler,PHI,29.2,0.4%, , ,73.8%,11.5%,13.9%,0.4%, , , , ,2021.0,2021-01-01
856,Craig Stammen,SDP,88.1,0.4%,21.1%, ,47.5%,0.5%,1.1%,29.5%, , , , ,2021.0,2021-01-01
857,Matt Peacock,ARI,86.1,0.4%, , ,67.6%,7.1%,24.4%, , , , ,0.5%,2021.0,2021-01-01
858,Josh Fleming,TBR,104.1,0.4%,27.1%, ,45.8%,22.0%, ,4.7%, , , , ,2021.0,2021-01-01
859,T.J. Zeuch,TOR,15.0,0.3%,13.6%, ,57.7%,7.3%,21.0%, , , , , ,2021.0,2021-01-01
860,Brett de Geus,- - -,50.0,0.3%,24.5%, ,55.2%,0.3%, ,18.9%, , , ,0.8%,2021.0,2021-01-01
861,Andrew Kittredge,TBR,71.2,0.3%,10.4%, ,43.8%,0.5%,45.0%, , , , , ,2021.0,2021-01-01
862,Brady Singer,KCR,128.1,0.2%, , ,57.8%,3.9%,38.1%, , , , , ,2021.0,2021-01-01
863,Casey Sadler,SEA,40.1,0.2%,41.1%, ,27.4%, , ,31.3%, , , , ,2021.0,2021-01-01
864,Rafael Dolis,TOR,32.0,0.2%, ,12.0%,64.7%, ,23.2%, , , , , ,2021.0,2021-01-01
865,Edgar Santana,ATL,42.2,0.2%, , ,64.9%, ,35.0%, , , , , ,2021.0,2021-01-01
866,John King,TEX,46.0,0.1%,9.3%, ,58.0%,18.8%,13.5%,0.1%, , , , ,2021.0,2021-01-01
867,Lance McCullers Jr.,HOU,162.1,0.1%,1.6%, ,33.9%,13.8%,25.5%,25.1%, , , ,0.0%,2021.0,2021-01-01
868,Clay Holmes,- - -,70.0,0.1%, , ,58.9%, ,27.6%,13.4%, , , , ,2021.0,2021-01-01
869,Jake Arrieta,- - -,98.2,0.1%, , ,54.0%,6.7%,23.9%,15.4%, , , , ,2021.0,2021-01-01
870,Luis Avilan,WSN,5.0, , , ,43.5%,50.0%, ,6.5%, , , , ,2021.0,2021-01-01
871,Kenley Jansen,LAD,69.0, ,58.0%, ,26.5%, ,15.4%, , , , , ,2021.0,2021-01-01
872,Will Harris,WSN,6.0, ,80.7%, , , , ,19.3%, , , , ,2021.0,2021-01-01
873,T.J. McFarland,STL,38.2, , , ,68.6%,23.0%,8.4%, , , , , ,2021.0,2021-01-01
874,Zack Britton,NYY,18.1, , , ,84.1%, , ,15.9%, , , , ,2021.0,2021-01-01
875,David Robertson,TBR,12.0, ,73.6%, ,0.5%, ,0.5%,25.5%, , , , ,2021.0,2021-01-01
876,Lucas Luetge,NYY,72.1, ,62.1%, , , ,22.6%,15.2%, , , , ,2021.0,2021-01-01
877,Chaz Roe,TBR,0.2, , , ,47.8%, ,52.2%, , , , , ,2021.0,2021-01-01
878,Ryan Weber,- - -,9.2, ,1.9%, ,65.6%,6.9%,21.3%,4.4%, , , , ,2021.0,2021-01-01
879,Aaron Loup,NYM,56.2, ,32.9%, ,51.9%,8.6%, ,6.6%, , , , ,2021.0,2021-01-01
880,Jake Petricka,LAA,6.0, , , ,52.6%,35.6%,11.9%, , , , , ,2021.0,2021-01-01
881,Scott Alexander,LAD,15.1, , , ,74.9%,7.7%,17.4%, , , , , ,2021.0,2021-01-01
882,Mike Kickham,LAD,2.0, , , ,6.7%, ,84.4%,8.9%, , , , ,2021.0,2021-01-01
883,Ryan Sherriff,TBR,14.2, , , ,56.5%,1.8%,41.7%, , , , , ,2021.0,2021-01-01
884,Colten Brewer,BOS,1.0, ,56.7%, , , ,23.3%,20.0%, , , , ,2021.0,2021-01-01
885,Zach Davies,CHC,148.0, ,7.7%, ,52.3%,32.5%,0.5%,7.1%, , , , ,2021.0,2021-01-01
886,Steven Matz,TOR,150.2, , , ,52.0%,23.4%,8.0%,16.6%, , , , ,2021.0,2021-01-01
887,Alex Wood,SFG,138.2, , , ,46.4%,22.1%,31.5%, , , , , ,2021.0,2021-01-01
888,Sam Moll,OAK,10.1, , , ,55.1%, ,44.9%, , , , , ,2021.0,2021-01-01
889,Justin Topa,MIL,3.1, , , ,69.0%, ,31.0%, , , , , ,2021.0,2021-01-01
890,Eric Yardley,MIL,18.2, , , ,73.0%,6.3%,20.6%, , , , , ,2021.0,2021-01-01
891,Phillips Valdez,BOS,40.0, ,2.6%, ,40.4%,49.1%,7.9%, , , , , ,2021.0,2021-01-01
892,Miguel Castro,NYM,70.1, , , ,43.5%,21.3%,35.3%, , , , , ,2021.0,2021-01-01
893,Kent Emanuel,HOU,17.2, , , ,52.5%,19.2%,28.3%, , , , , ,2021.0,2021-01-01
894,Wander Suero,WSN,42.2, ,75.9%, , ,15.5%, ,8.4%, , , ,0.1%,2021.0,2021-01-01
895,Sean Manaea,OAK,179.1, , , ,60.1%,24.3%,15.6%, , , , , ,2021.0,2021-01-01
896,Aaron Bummer,CHW,56.1, ,7.8%, ,62.0%,0.6%,29.6%, , , , , ,2021.0,2021-01-01
897,Sam Clay,WSN,45.0, , , ,67.9%,7.7%, ,24.4%, , , , ,2021.0,2021-01-01
898,Ryan Borucki,TOR,23.2, , , ,57.8%,8.9%,32.5%, , , , ,0.8%,2021.0,2021-01-01
899,Victor Gonzalez,LAD,35.1, , , ,55.3%, ,44.7%, , , , , ,2021.0,2021-01-01
900,Trevor Hildenberger,NYM,2.1, , , ,46.6%,17.2%,36.2%, , , , , ,2021.0,2021-01-01
901,Erick Fedde,WSN,133.1, ,23.0%, ,43.5%,10.1%,23.4%, , , , , ,2021.0,2021-01-01
902,Justin Lawrence,COL,16.2, , , ,65.0%, ,35.0%, , , , , ,2021.0,2021-01-01
903,Dane Dunning,TEX,117.2, ,8.0%, ,52.9%,12.8%,22.3%,4.0%, , , ,0.1%,2021.0,2021-01-01
904,Andrew Vasquez,LAD,1.2, , , ,11.1%, ,88.9%, , , , , ,2021.0,2021-01-01
905,Cristopher Sanchez,PHI,12.2, , , ,63.0%,21.3%,15.6%, , , , , ,2021.0,2021-01-01
906,Camilo Doval,SFG,27.0, ,41.6%, , , ,58.4%, , , , , ,2021.0,2021-01-01
907,Aaron Fletcher,SEA,3.2, , , ,58.1%,25.6%,16.3%, , , , , ,2021.0,2021-01-01
908,Justin Bruihl,LAD,18.2, ,58.0%, ,12.2%, ,29.8%, , , , , ,2021.0,2021-01-01
909,Cooper Criswell,LAA,1.1, , , ,48.8%,17.1%,34.1%, , , , , ,2021.0,2021-01-01
1,Albert Pujols,STL,1.0,100.0%, , , , , , , , , , ,2022.0,2022-01-01
2,Sandy Leon,CLE,2.0,100.0%, , , , , , , , , , ,2022.0,2022-01-01
3,Marwin Gonzalez,NYY,0.1,100.0%, , , , , , , , , , ,2022.0,2022-01-01
4,Josh Harrison,CHW,3.0,100.0%, , , , , , , , , , ,2022.0,2022-01-01
5,Dee Strange-Gordon,WSN,1.0,100.0%, , , , , , , , , , ,2022.0,2022-01-01
6,Ehire Adrianza,WSN,1.0,100.0%, , , , , , , , , , ,2022.0,2022-01-01
7,Darin Ruf,NYM,2.0,100.0%, , , , , , , , , , ,2022.0,2022-01-01
8,Chris Owings,BAL,1.0,100.0%, , , , , , , , , , ,2022.0,2022-01-01
9,Randal Grichuk,COL,1.0,100.0%, , , , , , , , , , ,2022.0,2022-01-01
10,Phil Gosselin,LAA,1.0,100.0%, , , , , , , , , , ,2022.0,2022-01-01
11,Whit Merrifield,TOR,1.0,100.0%, , , , , , , , , , ,2022.0,2022-01-01
12,Jake Hager,ARI,2.1,100.0%, , , , , , , , , , ,2022.0,2022-01-01
13,Carson Kelly,ARI,4.2,100.0%, , , , , , , , , , ,2022.0,2022-01-01
14,Victor Caratini,MIL,1.0,100.0%, , , , , , , , , , ,2022.0,2022-01-01
15,Hunter Dozier,KCR,1.0,100.0%, , , , , , , , , , ,2022.0,2022-01-01
16,Josh VanMeter,PIT,3.0,100.0%, , , , , , , , , , ,2022.0,2022-01-01
17,Chad Pinder,OAK,1.0,100.0%, , , , , , , , , , ,2022.0,2022-01-01
18,Reese McGuire,BOS,1.0,100.0%, , , , , , , , , , ,2022.0,2022-01-01
19,Luis Torrens,SEA,2.0,100.0%, , , , , , , , , , ,2022.0,2022-01-01
20,Nick Gordon,MIN,3.2,100.0%, , , , , , , , , , ,2022.0,2022-01-01
21,Max Schrock,CIN,1.0,100.0%, , , , , , , , , , ,2022.0,2022-01-01
22,Jermaine Palacios,MIN,0.2,100.0%, , , , , , , , , , ,2022.0,2022-01-01
23,Donovan Walton,SFG,1.0,100.0%, , , , , , , , , , ,2022.0,2022-01-01
24,Brian Serven,COL,1.0,100.0%, , , , , , , , , , ,2022.0,2022-01-01
25,Andrew Knizner,STL,0.2,100.0%, , , , , , , , , , ,2022.0,2022-01-01
26,Sheldon Neuse,OAK,3.2,100.0%, , , , , , , , , , ,2022.0,2022-01-01
27,Darick Hall,PHI,0.1,100.0%, , , , , , , , , , ,2022.0,2022-01-01
28,Diego Castillo,PIT,2.0,100.0%, , , , , , , , , , ,2022.0,2022-01-01
29,Ryan McKenna,BAL,1.1,100.0%, , , , , , , , , , ,2022.0,2022-01-01
30,Alejo Lopez,CIN,2.2,100.0%, , , , , , , , , , ,2022.0,2022-01-01
31,Nick Maton,PHI,1.1,100.0%, , , , , , , , , , ,2022.0,2022-01-01
32,Hanser Alberto,LAD,11.0,99.3%, , , ,0.7%, , , , , , ,2022.0,2022-01-01
33,Kody Clemens,DET,7.0,97.7%, , , , , , , , , ,2.3%,2022.0,2022-01-01
34,Jackie Bradley Jr.,BOS,1.0,96.7%, , , , , ,3.3%, , , , ,2022.0,2022-01-01
35,Charlie Culberson,TEX,2.0,92.9%, , , , ,7.1%, , , , , ,2022.0,2022-01-01
36,Wil Myers,SDP,3.2,87.8%, , , , , ,12.2%, , , , ,2022.0,2022-01-01
37,Enoli Paredes,HOU,3.0,86.0%, , , , ,14.0%, , , , , ,2022.0,2022-01-01
